warehouse_area_m2,daily_throughput,total_equipment_count,workers,shift_type,conveyor_count,rtv_agv_count,srm_count,robot_arm_count,rack_count,wms_implemented,agv_implemented,automation_level,season,day_of_week,equipment_age_years,condition_factor,conveyor_utilization,rtv_utilization,srm_utilization,robot_utilization,avg_conveyor_time,avg_rtv_time,avg_srm_time,avg_robot_time,equipment_efficiency,maintenance_frequency,processing_time_seconds,picking_accuracy_percent,error_rate_percent,labor_cost_per_order_krw
10000,9800,25,29,1,6,7,12,0,20,0,0,2,1,2,17,0.6599999999999999,0.499,0.479,0.582,0.393,4.34,7.72,7.94,4.87,66.0,8.5,15.07,83.1,3.72,85000
5000,12872,49,42,3,23,11,11,4,10,1,1,4,3,2,3,0.94,0.487,0.569,0.68,0.469,5.92,9.15,5.5,1.01,94.0,1.5,5.09,98.0,0.5,85000
5000,7757,65,61,2,33,10,18,4,10,1,1,4,2,1,13,0.74,0.591,0.476,0.68,0.583,5.0,11.04,5.13,3.69,74.0,6.5,11.19,94.7,1.39,85000
15000,30317,55,47,3,18,18,18,1,30,1,1,4,4,4,10,0.8,0.65,0.461,0.762,0.527,3.25,11.47,4.18,2.42,80.0,5.0,5.66,95.2,1.12,85000
10000,4950,33,27,3,12,4,15,2,20,0,0,3,2,2,13,0.74,0.693,0.519,0.705,0.301,7.94,7.75,8.62,2.71,74.0,6.5,11.88,87.9,2.78,85000
15000,29948,28,30,1,10,6,11,1,30,0,0,2,2,5,6,0.88,0.514,0.533,0.76,0.575,3.32,10.95,5.75,2.78,88.0,3.0,7.17,90.8,1.96,85000
5000,4402,73,52,1,26,22,20,5,10,1,1,5,3,3,1,0.98,0.762,0.434,0.707,0.515,7.71,10.48,8.32,4.31,98.0,0.5,5.0,98.0,0.5,85000
15000,27162,27,29,2,9,6,12,0,30,0,0,2,4,7,10,0.8,0.487,0.481,0.593,0.327,7.52,6.47,8.97,2.4,80.0,5.0,5.62,88.0,2.6,85000
5000,5717,66,69,1,31,17,14,4,10,1,1,4,3,6,13,0.74,0.661,0.515,0.696,0.372,6.7,11.18,7.19,4.16,74.0,6.5,9.31,94.8,1.39,85000
30000,34690,35,31,3,19,6,8,2,60,1,1,3,2,7,19,0.62,0.468,0.625,0.729,0.594,5.07,10.52,9.23,3.72,62.0,9.5,12.05,89.4,2.09,85000
5000,9000,16,14,1,10,2,4,0,10,0,0,2,4,1,7,0.86,0.371,0.608,0.583,0.357,7.48,7.23,7.05,2.68,86.0,3.5,5.0,90.1,2.12,79640
15000,31164,93,96,1,45,21,25,2,30,1,0,5,4,1,9,0.8200000000000001,0.543,0.5,0.817,0.381,3.92,11.13,9.3,2.87,82.0,4.5,5.03,96.9,1.08,85000
10000,10591,54,47,3,30,7,15,2,20,0,1,4,1,4,17,0.6599999999999999,0.337,0.513,0.822,0.373,7.99,9.35,5.93,1.88,66.0,8.5,14.2,88.2,2.5,85000
10000,20895,73,60,2,30,19,20,4,20,1,1,5,2,1,2,0.96,0.686,0.565,0.527,0.507,5.92,10.69,8.51,4.21,96.0,1.0,5.0,98.0,0.5,85000
5000,9711,36,40,1,15,8,11,2,10,1,0,2,2,1,4,0.92,0.726,0.562,0.803,0.323,5.07,10.28,6.32,3.35,92.0,2.0,6.96,96.8,1.15,85000
10000,25588,54,36,3,29,6,17,2,20,1,0,4,2,7,6,0.88,0.567,0.591,0.799,0.29,5.64,10.96,6.78,2.11,88.0,3.0,6.68,98.0,0.95,85000
15000,24458,26,27,2,8,8,9,1,30,1,0,2,1,4,1,0.98,0.532,0.479,0.666,0.555,7.12,9.78,9.15,4.14,98.0,0.5,5.61,97.8,0.81,85000
15000,38292,19,20,1,10,3,4,2,30,1,0,2,4,6,11,0.78,0.767,0.64,0.77,0.202,5.33,9.43,5.82,2.27,78.0,5.5,5.88,92.2,1.93,85000
15000,25492,37,22,2,20,8,7,2,30,0,1,3,4,2,15,0.7,0.556,0.402,0.875,0.366,5.01,8.34,4.42,3.55,70.0,7.5,8.07,87.8,2.48,85000
5000,8023,50,45,3,25,7,14,4,10,1,1,4,1,3,17,0.6599999999999999,0.531,0.682,0.702,0.58,7.16,8.17,9.18,1.44,66.0,8.5,18.14,94.1,1.75,85000
15000,29061,33,22,3,13,7,12,1,30,1,0,2,4,1,18,0.64,0.634,0.651,0.568,0.208,6.9,9.66,8.2,4.35,64.0,9.0,7.65,85.6,2.72,85000
5000,3101,30,31,3,11,7,10,2,10,1,1,3,2,4,17,0.6599999999999999,0.603,0.664,0.853,0.464,4.06,11.18,9.32,1.79,66.0,8.5,17.68,90.9,1.92,85000
15000,22952,71,62,3,24,19,26,2,30,1,1,5,1,6,12,0.76,0.708,0.656,0.875,0.234,4.93,6.43,5.26,1.92,76.0,6.0,10.58,96.2,1.13,85000
5000,3035,44,47,2,18,11,12,3,10,1,1,3,4,5,7,0.86,0.483,0.506,0.621,0.59,3.85,11.39,8.66,1.31,86.0,3.5,5.0,98.0,1.02,85000
10000,17888,53,47,2,28,10,13,2,20,1,1,4,4,3,17,0.6599999999999999,0.521,0.695,0.658,0.486,4.41,8.18,5.14,2.39,66.0,8.5,8.3,92.5,1.75,85000
15000,27410,18,12,2,5,2,10,1,30,0,0,2,1,1,19,0.62,0.629,0.435,0.82,0.249,6.49,8.5,7.08,4.61,62.0,9.5,17.76,81.7,4.04,85000
5000,3541,40,39,3,12,12,14,2,10,0,1,3,4,1,6,0.88,0.727,0.45,0.842,0.396,5.03,11.42,7.62,3.31,88.0,3.0,5.0,95.4,1.33,85000
30000,60431,97,107,3,46,21,26,4,60,0,1,5,1,6,7,0.86,0.594,0.626,0.749,0.44,3.27,8.26,5.39,2.06,86.0,3.5,10.62,98.0,0.98,85000
5000,4187,83,61,3,37,20,22,4,10,1,1,5,1,7,16,0.6799999999999999,0.608,0.628,0.705,0.482,7.68,8.25,8.25,2.9,68.0,8.0,17.28,94.2,1.49,85000
15000,9414,85,65,1,29,21,30,5,30,1,1,5,4,1,3,0.94,0.677,0.465,0.634,0.386,6.87,11.49,5.13,4.69,94.0,1.5,5.0,98.0,0.5,85000
10000,17223,43,40,1,25,6,8,4,20,0,1,4,1,7,6,0.88,0.31,0.648,0.71,0.51,4.17,8.07,4.18,4.85,88.0,3.0,9.6,96.3,1.09,85000
5000,11674,39,37,2,21,5,10,3,10,1,0,3,2,1,17,0.6599999999999999,0.653,0.587,0.896,0.325,4.7,6.47,6.66,2.04,66.0,8.5,13.8,88.1,2.39,85000
30000,67082,100,71,3,43,25,27,5,60,1,1,5,1,7,14,0.72,0.524,0.674,0.576,0.202,3.3,11.43,7.89,2.09,72.0,7.0,13.35,96.4,1.31,85000
5000,8830,28,23,3,9,5,12,2,10,0,0,2,2,4,16,0.6799999999999999,0.646,0.481,0.576,0.274,4.71,8.58,8.99,1.48,68.0,8.0,11.81,83.8,3.56,85000
10000,21875,43,40,2,22,7,13,1,20,0,1,3,1,6,15,0.7,0.308,0.574,0.542,0.549,5.62,10.2,6.47,3.24,70.0,7.5,16.03,87.7,2.48,85000
5000,10841,59,37,2,27,11,20,1,10,1,0,4,1,4,12,0.76,0.352,0.452,0.727,0.319,7.69,10.91,9.9,2.04,76.0,6.0,11.88,95.5,1.62,85000
5000,4480,68,59,1,34,14,19,1,10,1,1,4,3,1,10,0.8,0.712,0.646,0.691,0.34,4.81,10.83,5.97,1.84,80.0,5.0,7.63,98.0,1.12,85000
10000,19207,21,16,3,10,6,3,2,20,0,1,2,4,6,2,0.96,0.316,0.543,0.663,0.264,6.28,11.83,7.37,3.86,96.0,1.0,5.0,94.7,1.06,85000
30000,48365,53,52,3,25,17,10,1,60,0,0,4,4,2,17,0.6599999999999999,0.75,0.689,0.678,0.5,5.66,9.23,5.67,1.87,66.0,8.5,8.5,87.1,3.12,85000
30000,33927,76,71,2,32,19,22,3,60,1,0,5,4,7,13,0.74,0.718,0.415,0.686,0.352,4.58,7.71,4.55,2.26,74.0,6.5,5.55,94.0,1.53,85000
5000,10685,41,37,2,20,10,9,2,10,1,0,3,1,6,6,0.88,0.426,0.653,0.694,0.406,4.54,9.44,5.95,1.16,88.0,3.0,10.52,95.8,1.16,85000
10000,20307,30,22,3,10,7,10,3,20,0,1,3,2,3,14,0.72,0.644,0.436,0.875,0.272,6.11,7.34,5.84,3.19,72.0,7.0,10.96,89.0,2.35,85000
30000,56245,74,48,2,34,18,19,3,60,1,1,5,2,7,3,0.94,0.601,0.449,0.594,0.209,7.17,11.85,4.81,1.93,94.0,1.5,5.88,98.0,0.5,85000
10000,20577,50,39,2,25,9,13,3,20,1,0,3,4,4,2,0.96,0.331,0.561,0.726,0.501,3.66,9.08,5.17,1.37,96.0,1.0,5.0,98.0,0.71,85000
15000,10100,24,15,2,12,5,7,0,30,0,1,2,1,7,16,0.6799999999999999,0.466,0.599,0.848,0.504,6.64,8.91,8.16,3.21,68.0,8.0,14.51,85.4,2.85,85000
15000,28431,25,21,2,10,8,6,1,30,1,0,2,1,6,2,0.96,0.397,0.592,0.604,0.554,7.48,7.78,5.38,2.65,96.0,1.0,6.55,96.3,0.92,85000
15000,36834,15,10,2,8,3,4,0,30,1,1,2,3,5,12,0.76,0.341,0.698,0.562,0.595,7.89,10.76,7.96,3.31,76.0,6.0,8.18,92.2,1.64,82240
30000,29357,84,72,1,43,10,25,6,60,1,1,5,3,7,15,0.7,0.709,0.412,0.856,0.597,4.47,7.26,8.59,2.01,70.0,7.5,10.58,96.3,1.4,85000
10000,9151,57,39,3,25,18,10,4,20,1,1,4,1,6,6,0.88,0.372,0.406,0.686,0.577,4.62,9.97,7.91,2.0,88.0,3.0,8.07,98.0,0.76,85000
15000,16404,79,63,2,45,18,11,5,30,1,1,5,1,2,7,0.86,0.616,0.528,0.719,0.27,4.48,9.98,9.79,1.2,86.0,3.5,10.3,98.0,0.68,85000
5000,2429,39,42,2,23,8,6,2,10,1,0,3,4,6,4,0.92,0.663,0.635,0.898,0.442,4.54,11.03,7.69,3.32,92.0,2.0,5.0,96.4,0.94,85000
5000,11712,57,45,1,28,12,13,4,10,1,1,4,3,6,15,0.7,0.347,0.649,0.867,0.46,3.52,8.41,8.37,4.12,70.0,7.5,9.08,91.9,1.57,85000
15000,30659,57,63,3,28,11,14,4,30,0,1,4,4,3,2,0.96,0.604,0.517,0.596,0.238,4.57,6.58,5.06,4.95,96.0,1.0,5.0,98.0,0.58,85000
15000,31226,23,20,2,14,6,3,0,30,0,0,2,4,5,3,0.94,0.633,0.436,0.729,0.303,7.02,8.56,9.97,1.37,94.0,1.5,5.0,92.9,1.48,85000
15000,28863,23,22,2,10,5,6,2,30,1,0,2,3,3,16,0.6799999999999999,0.441,0.489,0.611,0.509,6.26,10.99,9.85,2.9,68.0,8.0,10.74,87.4,2.49,85000
15000,16135,59,67,3,25,10,19,5,30,1,1,5,4,6,7,0.86,0.533,0.457,0.781,0.423,4.79,11.47,4.13,2.26,86.0,3.5,5.0,98.0,0.68,85000
10000,20266,30,23,2,13,4,11,2,20,0,1,3,1,7,11,0.78,0.785,0.513,0.525,0.336,5.53,6.97,7.95,4.99,78.0,5.5,9.64,91.1,1.97,85000
15000,8827,56,54,2,20,15,18,3,30,1,0,4,4,2,10,0.8,0.665,0.441,0.579,0.272,4.31,9.15,4.67,4.47,80.0,5.0,5.36,94.9,1.4,85000
30000,28700,72,52,3,36,13,20,3,60,1,1,5,2,2,19,0.62,0.448,0.559,0.771,0.437,3.74,7.03,9.27,3.23,62.0,9.5,14.29,93.6,1.76,85000
10000,19836,25,26,2,8,7,8,2,20,1,1,2,4,2,1,0.98,0.462,0.696,0.63,0.358,6.02,10.81,6.82,2.69,98.0,0.5,5.0,98.0,0.65,85000
10000,5955,82,92,3,41,23,16,2,20,1,1,5,1,1,2,0.96,0.622,0.514,0.522,0.44,7.51,8.3,5.3,2.77,96.0,1.0,7.22,98.0,0.5,85000
10000,15970,43,26,3,19,12,11,1,20,1,0,3,4,7,19,0.62,0.613,0.571,0.574,0.224,6.02,10.58,7.14,1.91,62.0,9.5,9.93,87.7,2.62,85000
15000,28353,46,34,3,17,8,17,4,30,1,1,4,2,4,19,0.62,0.742,0.481,0.578,0.39,3.04,6.15,7.32,3.08,62.0,9.5,14.01,93.0,1.93,85000
10000,19230,18,21,2,9,5,3,1,20,1,1,2,4,1,17,0.6599999999999999,0.698,0.627,0.772,0.266,3.3,10.14,8.37,1.19,66.0,8.5,7.86,89.1,2.08,85000
30000,54826,68,60,1,33,13,18,4,60,0,1,4,4,6,8,0.84,0.575,0.689,0.546,0.396,3.85,6.31,7.71,1.83,84.0,4.0,5.0,95.1,1.34,85000
30000,24872,46,34,2,25,8,10,3,60,1,1,4,2,6,1,0.98,0.505,0.693,0.572,0.52,4.67,10.39,6.52,3.31,98.0,0.5,5.52,98.0,0.5,85000
5000,2617,26,21,3,12,5,7,2,10,1,0,3,4,6,3,0.94,0.498,0.44,0.563,0.58,7.4,11.44,9.95,1.83,94.0,1.5,5.0,98.0,0.83,85000
15000,9320,53,46,3,32,12,8,1,30,1,1,4,3,5,15,0.7,0.313,0.506,0.812,0.426,4.31,10.17,7.4,4.18,70.0,7.5,8.73,94.9,1.57,85000
5000,10738,19,13,2,10,6,3,0,10,0,0,2,2,1,6,0.88,0.346,0.496,0.542,0.251,5.87,6.37,4.19,3.86,88.0,3.0,6.94,90.8,1.96,84720
15000,38234,14,11,1,5,5,4,0,30,0,0,2,3,7,19,0.62,0.428,0.498,0.566,0.272,6.95,8.31,6.62,3.38,62.0,9.5,11.42,81.7,4.04,85000
5000,10676,36,32,2,15,8,12,1,10,1,0,2,4,4,4,0.92,0.625,0.601,0.819,0.573,3.1,6.92,9.32,2.83,92.0,2.0,5.0,96.2,1.15,85000
5000,2422,49,30,2,22,12,12,3,10,1,1,3,4,1,5,0.9,0.369,0.658,0.7,0.47,4.2,10.55,8.56,2.25,90.0,2.5,5.0,98.0,0.84,85000
30000,20187,54,57,1,28,15,10,1,60,1,1,4,3,2,13,0.74,0.636,0.619,0.73,0.283,5.52,7.87,6.56,3.58,74.0,6.5,8.22,94.7,1.39,85000
15000,38563,67,53,3,28,13,24,2,30,1,0,5,3,6,7,0.86,0.313,0.636,0.861,0.307,7.06,6.49,7.6,2.94,86.0,3.5,6.97,98.0,0.85,85000
5000,10291,33,33,3,11,7,13,2,10,1,1,3,2,5,14,0.72,0.623,0.553,0.548,0.325,7.01,11.17,4.82,4.81,72.0,7.0,13.18,94.1,1.65,85000
30000,27473,56,53,2,21,14,20,1,60,0,1,4,4,3,8,0.84,0.73,0.688,0.587,0.235,3.97,10.92,8.06,3.54,84.0,4.0,5.0,95.2,1.34,85000
5000,9040,20,13,2,7,6,5,2,10,0,1,2,3,5,18,0.64,0.504,0.666,0.519,0.585,6.4,9.79,5.62,2.0,64.0,9.0,11.16,85.0,3.1,85000
30000,68181,24,19,2,13,4,5,2,60,1,1,3,1,5,6,0.88,0.332,0.519,0.69,0.381,7.35,9.18,6.81,2.64,88.0,3.0,9.42,98.0,0.93,85000
10000,6356,62,71,3,31,15,14,2,20,1,0,4,2,6,5,0.9,0.43,0.4,0.651,0.428,5.39,11.17,4.63,3.22,90.0,2.5,5.85,98.0,0.84,85000
5000,4240,19,16,1,6,8,3,2,10,1,0,2,2,3,10,0.8,0.355,0.411,0.898,0.293,3.27,7.14,4.23,2.57,80.0,5.0,9.7,92.4,1.82,85000
5000,9860,42,42,2,24,6,9,3,10,1,0,4,2,2,18,0.64,0.793,0.626,0.599,0.415,7.96,11.15,4.58,3.83,64.0,9.0,12.13,90.9,2.3,85000
30000,62729,32,21,3,17,4,10,1,60,1,1,3,3,3,3,0.94,0.482,0.532,0.891,0.523,6.69,9.22,9.04,2.36,94.0,1.5,5.0,98.0,0.66,85000
10000,5568,57,55,3,28,13,13,3,20,1,0,4,1,4,1,0.98,0.711,0.563,0.531,0.582,4.23,11.16,5.01,4.42,98.0,0.5,6.49,98.0,0.5,85000
10000,6005,32,24,3,15,8,9,0,20,0,0,2,2,6,16,0.6799999999999999,0.38,0.607,0.567,0.324,5.52,10.78,8.44,3.58,68.0,8.0,12.51,83.8,3.56,85000
10000,8472,28,19,3,12,5,10,1,20,0,0,3,2,5,1,0.98,0.322,0.454,0.657,0.579,3.71,10.58,4.65,4.93,98.0,0.5,6.12,96.3,0.86,85000
10000,19929,39,44,3,16,6,16,1,20,0,1,4,2,7,1,0.98,0.581,0.601,0.871,0.448,7.12,10.13,7.31,1.97,98.0,0.5,5.1,98.0,0.5,85000
15000,13424,59,48,3,26,13,16,4,30,1,1,4,4,1,2,0.96,0.489,0.555,0.665,0.28,5.06,6.43,7.45,4.41,96.0,1.0,5.0,98.0,0.5,85000
30000,56685,23,19,2,5,6,11,1,60,1,1,2,4,1,18,0.64,0.783,0.462,0.797,0.419,7.42,9.32,7.21,1.78,64.0,9.0,9.64,87.7,2.17,85000
10000,8805,19,21,1,8,3,6,2,20,0,1,2,1,7,19,0.62,0.344,0.546,0.777,0.305,6.12,10.98,5.14,4.67,62.0,9.5,14.51,83.6,3.23,85000
30000,50583,19,18,2,11,3,5,0,60,0,0,2,2,4,1,0.98,0.326,0.521,0.77,0.38,6.74,8.14,7.81,1.75,98.0,0.5,5.67,94.3,1.16,82640
5000,4438,40,24,3,23,10,5,2,10,1,1,3,3,4,2,0.96,0.514,0.543,0.859,0.41,6.54,7.51,6.68,1.49,96.0,1.0,5.01,98.0,0.57,85000
30000,34283,52,61,3,26,13,9,4,60,1,1,4,2,4,4,0.92,0.36,0.498,0.826,0.439,4.97,8.84,9.13,2.36,92.0,2.0,5.9,98.0,0.58,85000
30000,16963,55,56,1,29,8,17,1,60,1,1,4,1,7,8,0.84,0.461,0.568,0.843,0.467,5.18,11.72,8.32,4.72,84.0,4.0,8.56,98.0,0.94,85000
5000,10050,50,35,2,15,17,14,4,10,1,0,4,2,5,5,0.9,0.362,0.436,0.788,0.274,4.64,8.92,4.15,2.0,90.0,2.5,7.29,98.0,0.84,85000
10000,5602,77,50,1,29,14,29,5,20,1,0,5,2,6,12,0.76,0.474,0.68,0.869,0.401,4.64,10.42,4.22,2.9,76.0,6.0,11.3,94.6,1.41,85000
5000,5247,80,72,1,38,19,17,6,10,1,1,5,1,6,18,0.64,0.337,0.432,0.835,0.296,3.97,9.03,8.61,1.25,64.0,9.0,16.58,93.4,1.67,85000
10000,21140,39,43,2,16,10,12,1,20,1,0,3,3,1,19,0.62,0.589,0.571,0.633,0.326,3.53,8.2,4.6,4.07,62.0,9.5,12.14,87.8,2.62,85000
30000,34178,21,16,1,7,3,9,2,60,1,0,2,4,2,16,0.6799999999999999,0.605,0.564,0.6,0.337,7.26,9.36,7.09,1.4,68.0,8.0,8.55,85.8,2.49,85000
30000,18236,38,44,3,21,5,9,3,60,0,1,3,4,6,5,0.9,0.569,0.458,0.788,0.309,4.58,11.07,6.86,3.68,90.0,2.5,5.0,95.8,1.2,85000
30000,19846,71,61,1,30,21,14,6,60,0,1,5,1,1,16,0.6799999999999999,0.471,0.696,0.835,0.523,4.59,6.05,6.29,2.21,68.0,8.0,14.31,90.9,2.13,85000
5000,5076,80,94,2,41,21,12,6,10,0,1,5,1,7,14,0.72,0.35,0.529,0.751,0.286,6.14,11.54,9.99,1.13,72.0,7.0,13.05,93.0,1.87,85000
10000,20088,31,26,2,13,5,12,1,20,1,0,3,4,5,18,0.64,0.67,0.563,0.761,0.31,5.97,8.94,4.8,1.97,64.0,9.0,7.58,87.3,2.51,85000
30000,14820,36,24,3,19,4,11,2,60,1,0,3,3,3,17,0.6599999999999999,0.469,0.639,0.531,0.313,5.93,7.54,9.6,1.52,66.0,8.5,10.87,89.4,2.39,85000
30000,29048,69,63,1,31,17,17,4,60,1,1,4,3,3,12,0.76,0.538,0.627,0.776,0.545,7.98,8.56,4.67,1.12,76.0,6.0,9.76,97.5,1.3,85000
10000,6783,81,68,1,34,16,25,6,20,1,1,5,2,5,18,0.64,0.388,0.554,0.786,0.589,4.01,6.06,4.45,2.5,64.0,9.0,11.34,92.5,1.67,85000
10000,23845,71,73,3,38,14,17,2,20,1,1,5,2,5,17,0.6599999999999999,0.687,0.44,0.687,0.442,5.14,6.16,8.7,1.04,66.0,8.5,12.85,96.2,1.58,85000
5000,12284,44,47,3,21,9,13,1,10,0,0,3,1,4,6,0.88,0.439,0.688,0.557,0.432,4.41,7.67,6.43,5.0,88.0,3.0,9.24,92.8,1.66,85000
5000,2937,61,39,1,27,11,20,3,10,1,1,4,2,5,6,0.88,0.467,0.571,0.864,0.202,7.05,11.69,4.55,1.65,88.0,3.0,7.14,98.0,0.76,85000
5000,4048,35,41,1,18,8,8,1,10,1,0,4,2,3,8,0.84,0.385,0.693,0.841,0.399,6.02,7.36,7.26,3.78,84.0,4.0,8.82,97.2,1.18,85000
5000,10266,57,60,1,31,6,19,1,10,1,1,4,3,6,1,0.98,0.394,0.625,0.594,0.257,3.93,7.09,7.08,4.38,98.0,0.5,5.0,98.0,0.5,85000
15000,7702,45,46,3,21,11,10,3,30,1,1,3,4,2,9,0.8200000000000001,0.734,0.473,0.887,0.583,4.24,8.09,9.37,4.87,82.0,4.5,5.0,96.7,1.2,85000
15000,7630,36,29,1,16,7,12,1,30,0,0,3,3,4,10,0.8,0.455,0.692,0.664,0.378,5.88,11.9,5.45,3.73,80.0,5.0,7.22,90.0,2.3,85000
15000,30779,44,39,1,21,12,9,2,30,1,0,4,2,3,14,0.72,0.707,0.525,0.624,0.575,6.39,6.71,4.41,2.93,72.0,7.0,10.93,93.8,1.85,85000
10000,5495,54,32,1,25,12,14,3,20,1,0,5,3,5,3,0.94,0.7,0.472,0.527,0.327,4.33,9.04,8.67,4.43,94.0,1.5,5.0,98.0,0.5,85000
15000,34907,76,90,1,36,12,26,2,30,1,1,5,4,2,15,0.7,0.369,0.659,0.826,0.594,7.55,11.11,4.32,1.42,70.0,7.5,8.25,95.7,1.4,85000
10000,6163,44,41,3,17,13,12,2,20,1,1,4,1,2,8,0.84,0.314,0.535,0.619,0.572,3.62,9.91,4.32,2.78,84.0,4.0,12.87,98.0,0.94,85000
5000,3441,54,61,1,28,11,13,2,10,1,1,4,3,4,17,0.6599999999999999,0.623,0.538,0.711,0.214,6.19,6.49,6.61,2.17,66.0,8.5,9.64,93.8,1.75,85000
5000,4206,44,44,3,16,17,9,2,10,1,1,4,1,7,13,0.74,0.325,0.477,0.554,0.304,4.93,11.66,7.66,4.34,74.0,6.5,13.64,95.3,1.39,85000
5000,5864,28,21,1,14,4,9,1,10,1,0,2,4,3,1,0.98,0.718,0.692,0.89,0.226,7.11,9.88,7.88,1.51,98.0,0.5,5.0,96.4,0.81,85000
15000,12582,98,109,2,48,25,19,6,30,0,1,5,4,6,12,0.76,0.499,0.679,0.635,0.566,7.91,9.97,8.9,4.0,76.0,6.0,6.94,95.0,1.62,85000
15000,29939,26,29,3,15,2,7,2,30,0,0,2,1,7,6,0.88,0.551,0.572,0.555,0.575,4.76,8.68,8.03,2.34,88.0,3.0,9.8,90.8,1.96,85000
5000,12144,97,88,1,45,23,27,2,10,1,1,5,3,6,16,0.6799999999999999,0.735,0.457,0.66,0.579,4.98,6.75,7.15,1.44,68.0,8.0,8.95,95.4,1.49,85000
5000,8458,65,49,3,27,15,20,3,10,0,1,4,1,5,9,0.8200000000000001,0.363,0.439,0.77,0.543,7.81,9.77,5.1,1.42,82.0,4.5,11.26,94.9,1.47,85000
10000,8283,47,42,1,16,17,13,1,20,1,1,4,1,1,13,0.74,0.59,0.45,0.785,0.27,4.18,8.97,9.49,1.85,74.0,6.5,15.18,94.9,1.39,85000
30000,58668,86,69,1,46,10,28,2,60,1,1,5,3,2,3,0.94,0.383,0.401,0.894,0.562,3.28,11.0,6.75,2.04,94.0,1.5,5.0,98.0,0.5,85000
15000,28627,69,62,3,37,14,13,5,30,1,1,5,4,6,16,0.6799999999999999,0.511,0.639,0.557,0.252,6.22,7.18,4.59,1.67,68.0,8.0,7.97,97.2,1.49,85000
10000,8498,30,18,1,11,8,8,3,20,1,0,3,2,2,19,0.62,0.716,0.697,0.565,0.477,6.37,11.88,9.91,3.75,62.0,9.5,15.86,86.0,2.62,85000
15000,17142,65,51,1,23,21,16,5,30,1,0,5,2,2,5,0.9,0.737,0.621,0.601,0.227,4.34,11.47,7.8,3.88,90.0,2.5,6.69,98.0,0.63,85000
30000,60293,15,9,3,8,3,4,0,60,0,0,2,4,3,10,0.8,0.354,0.405,0.864,0.308,7.1,12.0,5.27,2.06,80.0,5.0,5.89,88.0,2.6,81200
5000,4167,59,69,1,24,15,14,6,10,1,1,5,2,3,3,0.94,0.402,0.478,0.537,0.36,5.09,9.09,8.25,4.62,94.0,1.5,6.3,98.0,0.5,85000
10000,4968,98,73,1,50,21,24,3,20,1,1,5,2,5,11,0.78,0.48,0.626,0.7,0.251,5.91,7.8,4.21,3.54,78.0,5.5,9.73,98.0,1.04,85000
30000,28931,47,32,2,21,7,17,2,60,1,1,4,4,6,11,0.78,0.668,0.496,0.702,0.265,7.8,11.11,9.18,2.63,78.0,5.5,6.63,96.9,1.21,85000
15000,38880,34,35,1,20,6,6,2,30,0,1,3,1,3,16,0.6799999999999999,0.707,0.577,0.584,0.295,6.14,10.98,6.49,2.03,68.0,8.0,16.12,87.7,2.61,85000
15000,9724,36,31,1,19,10,5,2,30,0,0,3,2,2,6,0.88,0.3,0.578,0.788,0.447,3.41,7.31,5.5,4.33,88.0,3.0,8.25,92.8,1.66,85000
10000,21256,76,88,1,22,23,28,3,20,1,1,5,1,2,15,0.7,0.534,0.656,0.873,0.573,3.63,8.29,4.17,4.42,70.0,7.5,16.79,96.5,1.4,85000
5000,2609,51,60,3,25,14,11,1,10,1,1,4,1,2,5,0.9,0.424,0.696,0.656,0.493,6.42,7.27,5.43,2.13,90.0,2.5,7.35,98.0,0.67,85000
15000,8518,64,54,1,38,11,11,4,30,1,1,5,3,2,1,0.98,0.361,0.59,0.86,0.449,3.67,6.69,9.07,1.56,98.0,0.5,5.0,98.0,0.5,85000
15000,27553,59,42,2,26,12,19,2,30,1,0,4,3,6,5,0.9,0.325,0.445,0.715,0.43,6.23,6.1,9.76,1.18,90.0,2.5,5.73,97.9,0.84,85000
10000,19449,41,33,1,16,12,12,1,20,1,0,4,1,5,18,0.64,0.363,0.63,0.584,0.329,7.1,9.22,9.16,1.85,64.0,9.0,15.7,90.3,2.3,85000
10000,8291,57,55,3,27,14,13,3,20,0,1,4,1,6,16,0.6799999999999999,0.345,0.525,0.841,0.542,3.5,6.54,5.58,4.5,68.0,8.0,15.83,89.1,2.37,85000
10000,8063,24,23,2,15,3,6,0,20,0,0,2,4,1,18,0.64,0.733,0.578,0.551,0.371,3.8,10.2,8.55,1.42,64.0,9.0,9.64,82.4,3.88,85000
5000,8908,28,31,3,14,7,6,1,10,0,0,2,4,5,1,0.98,0.716,0.521,0.633,0.397,5.86,7.43,8.76,2.95,98.0,0.5,5.0,94.3,1.16,85000
30000,30689,43,45,1,17,8,15,3,60,1,1,3,1,6,16,0.6799999999999999,0.739,0.487,0.533,0.319,6.36,7.97,5.67,1.74,68.0,8.0,12.74,91.1,1.83,85000
5000,7276,53,61,1,25,16,10,2,10,1,0,5,2,7,14,0.72,0.642,0.455,0.828,0.372,3.94,7.69,5.61,3.08,72.0,7.0,11.75,93.9,1.64,85000
10000,5270,51,52,3,34,7,9,1,20,1,1,4,4,4,3,0.94,0.492,0.651,0.846,0.441,6.64,6.69,7.53,3.67,94.0,1.5,5.0,98.0,0.5,85000
30000,55501,34,36,3,11,9,11,3,60,1,0,3,4,2,5,0.9,0.678,0.429,0.511,0.361,7.97,7.05,8.04,1.69,90.0,2.5,5.0,97.7,1.05,85000
