warehouse_area_m2,daily_throughput,total_equipment_count,workers,shift_type,conveyor_count,rtv_agv_count,srm_count,robot_arm_count,rack_count,wms_implemented,agv_implemented,automation_level,season,day_of_week,equipment_age_years,condition_factor,conveyor_utilization,rtv_utilization,srm_utilization,robot_utilization,avg_conveyor_time,avg_rtv_time,avg_srm_time,avg_robot_time,equipment_efficiency,maintenance_frequency,processing_time_seconds,picking_accuracy_percent,error_rate_percent,labor_cost_per_order_krw
15000,27491,37,28,1,15,8,13,1,30,0,0,3,4,3,3,0.94,0.797,0.516,0.571,0.503,6.43,7.15,7.31,3.7,94,1.5,5,94.9,1.18,80000
10000,14728,47,35,3,22,9,13,3,20,1,0,3,3,4,18,0.64,0.38,0.404,0.651,0.486,7.64,10.78,7.48,3.78,64,9,8.08,84.4,3.58,80000
5000,2656,45,34,3,25,8,10,2,10,0,1,3,1,2,19,0.62,0.52,0.532,0.554,0.312,4.97,11.92,9.96,1.15,62,9.5,20.04,83.7,3.74,80000
15000,28422,62,46,3,34,13,11,4,30,1,0,4,4,4,16,0.68,0.733,0.68,0.766,0.231,4.53,9.89,5.99,2.11,68,8,6.37,87.8,2.96,80000
5000,10125,80,60,2,33,12,30,5,10,1,1,5,4,7,12,0.76,0.348,0.523,0.819,0.543,6.62,10.35,9.41,2.82,76,6,5.02,92.6,2.02,80000
10000,6827,66,49,1,35,14,13,4,20,1,1,4,1,1,19,0.62,0.771,0.468,0.65,0.315,4.8,6.72,9.44,4.46,62,9.5,26.84,85.7,3.44,80000
5000,3359,29,21,2,11,4,12,2,10,1,1,2,1,2,1,0.98,0.692,0.614,0.744,0.527,3.86,7.51,9.51,3.56,98,0.5,8.35,94.3,1.16,80000
30000,17500,42,31,2,20,6,13,3,60,1,1,3,1,5,18,0.64,0.738,0.476,0.507,0.269,7.18,8.7,5.95,2,64,9,24.21,84.4,3.58,80000
5000,4382,65,50,2,22,15,26,2,10,1,1,5,2,3,15,0.7,0.761,0.475,0.649,0.207,5.73,9.48,8.66,3.48,70,7.5,11.3,90.5,2.5,80000
5000,9706,44,32,1,23,4,14,3,10,1,0,3,3,1,17,0.66,0.495,0.473,0.509,0.269,4.64,10.05,6.27,4.41,66,8.5,8.19,85.1,3.42,80000
10000,8382,61,45,3,23,17,17,4,20,1,1,4,2,5,3,0.94,0.684,0.521,0.884,0.472,7.35,7.29,6.33,3.54,94,1.5,6.98,96.9,0.88,80000
10000,9087,37,28,1,20,6,9,2,20,1,0,4,2,4,5,0.9,0.664,0.497,0.736,0.446,5.37,10.5,6.8,3.39,90,2.5,6.83,95.5,1.2,80000
5000,8561,21,16,1,12,6,3,0,10,1,1,2,3,7,3,0.94,0.377,0.657,0.595,0.361,6.16,11.55,8.37,4.73,94,1.5,5,92.9,1.48,80000
15000,8052,70,52,3,29,19,17,5,30,1,1,5,1,3,4,0.92,0.528,0.611,0.857,0.211,5.37,9.44,9.13,4.5,92,2,12.64,98,0.74,80000
10000,8063,72,56,3,30,16,24,2,20,1,1,5,2,5,2,0.96,0.536,0.542,0.786,0.206,3.3,7.23,5.64,2.43,96,1,5.77,98,0.5,80000
10000,25256,27,20,2,8,7,11,1,20,0,0,2,4,1,3,0.94,0.554,0.699,0.757,0.381,4.4,8.04,4.62,3.43,94,1.5,5,92.9,1.48,80000
15000,31429,78,57,1,47,14,11,6,30,1,0,5,3,4,2,0.96,0.718,0.565,0.786,0.436,3.52,9.79,4.12,3.45,96,1,5,98,0.5,80000
10000,24789,31,24,2,12,8,11,0,20,1,0,2,4,1,14,0.72,0.327,0.445,0.538,0.499,6.58,9.66,7,2.59,72,7,5.51,85.2,3.24,80000
15000,9502,48,36,1,19,12,15,2,30,1,1,4,1,6,13,0.74,0.708,0.589,0.72,0.236,4.69,10.87,5.8,4.16,74,6.5,19.04,89.9,2.48,80000
15000,22992,49,38,3,15,17,16,1,30,1,1,4,3,5,17,0.66,0.362,0.42,0.592,0.286,4.73,9.08,7.16,4.67,66,8.5,8.58,87.1,3.12,80000
30000,27925,50,37,1,22,11,14,3,60,0,1,5,2,2,5,0.9,0.733,0.637,0.657,0.524,3.55,9.14,9.28,1.32,90,2.5,6.22,97.5,0.9,80000
10000,21285,76,56,1,38,22,11,5,20,1,1,5,3,7,16,0.68,0.464,0.612,0.706,0.258,3.95,9.13,7.81,3.95,68,8,6.46,89.8,2.66,80000
30000,16964,32,24,1,12,6,12,2,60,0,1,2,1,5,8,0.84,0.695,0.694,0.626,0.46,4.81,11.65,7.79,4.09,84,4,11.13,89.4,2.28,80000
10000,11044,44,32,1,22,9,10,3,20,1,1,3,2,4,14,0.72,0.41,0.512,0.695,0.317,6.26,7.67,9.87,3.91,72,7,11.01,87.2,2.94,80000
30000,64584,75,56,3,36,14,21,4,60,1,0,5,4,2,9,0.82,0.415,0.583,0.686,0.259,7.73,6.2,8.41,3.26,82,4.5,5,94.7,1.54,80000
30000,61651,25,19,1,11,3,10,1,60,1,0,2,3,1,14,0.72,0.611,0.532,0.649,0.379,5.77,6.44,5.42,1.57,72,7,6.19,85.2,3.24,80000
10000,4918,19,13,2,5,6,6,2,20,0,0,2,1,1,5,0.9,0.597,0.419,0.703,0.517,5.29,11.1,5.71,4.92,90,2.5,9.98,91.5,1.8,80000
10000,6980,17,12,3,8,5,3,1,20,0,0,2,1,4,15,0.7,0.326,0.491,0.534,0.576,7.23,11.67,5.46,4.54,70,7.5,23.7,84.5,3.4,80000
30000,68516,24,19,1,14,5,5,0,60,0,0,2,4,7,15,0.7,0.573,0.643,0.678,0.349,7.7,6.63,7.59,2.29,70,7.5,6.34,84.5,3.4,80000
15000,10344,84,65,3,46,13,23,2,30,1,1,5,1,1,5,0.9,0.502,0.483,0.697,0.311,6.53,10.74,5.83,3.47,90,2.5,11.55,97.5,0.9,80000
15000,14663,23,18,3,10,2,11,0,30,1,1,2,2,6,17,0.66,0.426,0.58,0.809,0.482,5.01,8.18,9.2,2.48,66,8.5,14.91,83.1,3.72,80000
15000,13363,58,43,2,32,11,11,4,30,1,0,4,2,1,3,0.94,0.36,0.698,0.714,0.44,4.49,6.11,7.46,1.4,94,1.5,6.6,96.9,0.88,80000
5000,4921,56,43,3,26,15,13,2,10,1,1,5,2,5,10,0.8,0.615,0.517,0.567,0.251,7.68,8.99,9.05,2.96,80,5,7.62,94,1.7,80000
5000,10366,25,20,2,11,3,11,0,10,1,0,2,3,7,14,0.72,0.549,0.42,0.817,0.326,5.46,10.3,5.61,1.11,72,7,6.22,85.2,3.24,80000
15000,30504,81,61,2,49,10,18,4,30,1,1,5,3,7,17,0.66,0.397,0.585,0.736,0.325,4.73,7.81,8.42,4.1,66,8.5,6.94,89.1,2.82,80000
5000,3220,56,41,2,17,18,17,4,10,1,1,4,1,3,11,0.78,0.668,0.541,0.73,0.557,6.99,9.28,7.66,3.08,78,5.5,15.42,91.3,2.16,80000
10000,19124,62,46,3,36,12,10,4,20,1,0,5,3,7,1,0.98,0.376,0.467,0.712,0.231,5.82,7.26,4.26,2.88,98,0.5,5,98,0.5,80000
10000,21575,83,63,2,35,14,30,4,20,1,1,5,4,5,6,0.88,0.562,0.509,0.553,0.555,5.27,6.38,4.65,4.22,88,3,5,96.8,1.06,80000
15000,27314,93,69,1,48,16,23,6,30,0,1,5,3,2,9,0.82,0.752,0.667,0.716,0.425,7.86,7.18,5.82,1.58,82,4.5,5.66,94.7,1.54,80000
5000,3469,54,40,1,21,18,11,4,10,1,1,4,1,3,18,0.64,0.676,0.527,0.673,0.355,6.58,8.01,4.48,1.32,64,9,23.08,86.4,3.28,80000
15000,9589,45,33,1,16,12,14,3,30,1,0,3,1,7,11,0.78,0.743,0.661,0.758,0.385,5.62,11.65,5.13,2.7,78,5.5,15.72,89.3,2.46,80000
15000,10033,33,24,2,16,4,11,2,30,1,0,3,1,7,11,0.78,0.565,0.593,0.622,0.442,3.64,10.04,7.97,4.38,78,5.5,14.81,89.3,2.46,80000
5000,9043,29,22,1,15,2,11,1,10,1,0,2,4,2,1,0.98,0.523,0.579,0.52,0.33,3.99,9.31,9.77,3.92,98,0.5,5,94.3,1.16,80000
5000,8249,81,61,1,41,13,23,4,10,1,0,5,3,1,5,0.9,0.614,0.658,0.603,0.291,7.06,6.52,6.16,4.98,90,2.5,5,97.5,0.9,80000
10000,6322,50,39,1,22,11,16,1,20,1,1,4,1,2,14,0.72,0.378,0.636,0.864,0.426,4.41,8.17,6.23,4.91,72,7,19.63,89.2,2.64,80000
30000,61502,72,54,3,34,14,20,4,60,1,0,4,3,1,10,0.8,0.696,0.642,0.587,0.277,5.11,6.86,4.07,4.91,80,5,5.47,92,2,80000
30000,46329,26,20,3,14,3,9,0,60,0,0,2,3,2,16,0.68,0.518,0.646,0.814,0.487,5.24,6.14,8.74,1.37,68,8,6.51,83.8,3.56,80000
30000,28912,77,57,1,28,15,29,5,60,1,1,5,2,1,16,0.68,0.667,0.551,0.774,0.409,3.03,10.47,6.7,2.33,68,8,13.42,89.8,2.66,80000
30000,24572,17,13,2,8,2,7,0,60,1,1,2,2,5,16,0.68,0.35,0.514,0.56,0.346,6.87,8.83,8.85,3.3,68,8,14.13,83.8,3.56,80000
5000,3028,18,12,2,7,3,6,2,10,0,0,2,1,3,14,0.72,0.465,0.644,0.637,0.229,6.61,9.17,9.94,3.53,72,7,18.51,85.2,3.24,80000
15000,23023,41,30,1,21,8,9,3,30,1,1,4,3,7,4,0.92,0.361,0.458,0.815,0.562,3.44,12,6.95,2.02,92,2,5,96.2,1.04,80000
5000,12605,76,56,3,25,23,23,5,10,1,1,5,4,6,17,0.66,0.322,0.554,0.761,0.354,3.3,6.59,5.28,4.42,66,8.5,5,89.1,2.82,80000
30000,25552,58,44,3,31,11,14,2,60,1,1,4,2,7,16,0.68,0.561,0.539,0.778,0.49,7.09,11.4,4.8,1.68,68,8,13.79,87.8,2.96,80000
30000,16777,59,45,1,31,8,18,2,60,1,1,4,1,2,9,0.82,0.514,0.408,0.893,0.569,7.13,6.67,7.66,1.51,82,4.5,12.81,92.7,1.84,80000
10000,9747,22,15,2,10,4,5,3,20,0,1,3,2,4,6,0.88,0.664,0.68,0.881,0.332,5.48,9.44,6.89,1.78,88,3,8.75,92.8,1.66,80000
10000,6991,57,40,1,24,15,12,6,20,1,1,5,1,4,6,0.88,0.372,0.601,0.865,0.207,6.8,10.84,6.96,5,88,3,10.44,96.8,1.06,80000
5000,5950,40,29,3,13,12,12,3,10,0,1,3,2,5,16,0.68,0.355,0.62,0.639,0.248,6.75,8.14,6.97,2.04,68,8,13.35,85.8,3.26,80000
5000,12088,41,32,3,17,11,12,1,10,0,0,3,4,4,14,0.72,0.45,0.581,0.814,0.267,6.75,7.65,9.73,1.75,72,7,5.95,87.2,2.94,80000
30000,59692,43,32,1,22,11,8,2,60,1,1,4,4,7,13,0.74,0.402,0.51,0.819,0.418,6.3,6.16,8.05,2.44,74,6.5,5,89.9,2.48,80000
30000,14800,49,38,3,23,12,13,1,60,1,0,3,1,2,6,0.88,0.397,0.546,0.594,0.439,5.81,7.5,8.99,2.07,88,3,13.64,92.8,1.66,80000
15000,16927,33,24,3,19,5,7,2,30,1,1,3,2,7,19,0.62,0.739,0.691,0.806,0.322,7.93,11.22,6.54,3.61,62,9.5,16.97,83.7,3.74,80000
15000,17046,80,59,3,27,22,25,6,30,1,1,5,2,6,5,0.9,0.727,0.684,0.815,0.588,6.46,9.5,7.61,1.23,90,2.5,7.57,97.5,0.9,80000
5000,4150,90,68,3,42,15,28,5,10,1,1,5,2,3,15,0.7,0.406,0.54,0.597,0.457,6.65,10.85,6.23,4.08,70,7.5,11.46,90.5,2.5,80000
15000,7221,19,15,2,6,2,11,0,30,1,1,2,1,6,6,0.88,0.367,0.424,0.84,0.549,5.77,6.53,4.16,3.46,88,3,9.35,90.8,1.96,80000
5000,9100,27,21,2,12,4,11,0,10,0,0,2,4,4,7,0.86,0.777,0.658,0.66,0.542,5.37,7.43,4.12,4.5,86,3.5,5,90.1,2.12,80000
30000,14617,37,28,1,16,6,14,1,60,0,0,3,1,6,15,0.7,0.66,0.556,0.762,0.448,4.09,11.85,4.8,1.55,70,7.5,21.87,86.5,3.1,80000
15000,7321,88,65,3,49,13,20,6,30,0,1,5,1,7,10,0.8,0.73,0.611,0.833,0.503,6.9,8.05,7.16,3.55,80,5,15.94,94,1.7,80000
10000,5915,20,16,2,10,5,5,0,20,0,0,2,1,2,17,0.66,0.311,0.662,0.758,0.498,5.35,7.5,4.9,4.84,66,8.5,22.51,83.1,3.72,80000
5000,4003,25,19,3,11,8,5,1,10,0,1,2,2,1,19,0.62,0.345,0.692,0.676,0.292,4.97,8.15,4.65,2.4,62,9.5,16.67,81.7,4.04,80000
15000,14650,70,53,2,35,14,18,3,30,1,1,4,2,3,14,0.72,0.333,0.573,0.83,0.547,7.52,7.38,4.15,1.52,72,7,12.4,89.2,2.64,80000
10000,14972,50,37,1,21,11,15,3,20,1,0,3,3,2,15,0.7,0.425,0.665,0.678,0.518,4.06,8.57,6.35,3.93,70,7.5,6.24,86.5,3.1,80000
15000,15471,70,53,2,36,20,11,3,30,1,1,5,2,2,11,0.78,0.671,0.466,0.826,0.34,7.09,9.98,4.29,4.83,78,5.5,8.55,93.3,1.86,80000
10000,24651,53,40,1,22,13,16,2,20,0,0,4,4,1,7,0.86,0.437,0.514,0.852,0.562,3.7,8.12,7.89,1.44,86,3.5,5,94.1,1.52,80000
30000,58322,34,26,1,12,11,10,1,60,1,1,3,4,6,1,0.98,0.768,0.679,0.545,0.205,6.2,11.55,6.85,3.74,98,0.5,5,96.3,0.86,80000
10000,11152,55,41,1,19,14,19,3,20,1,1,4,2,4,16,0.68,0.482,0.686,0.664,0.32,6.88,7.32,5.24,3.59,68,8,14.96,87.8,2.96,80000
10000,8399,66,49,2,20,21,21,4,20,1,1,5,2,5,15,0.7,0.539,0.61,0.85,0.435,5.95,9.72,6.68,1.65,70,7.5,13.56,90.5,2.5,80000
5000,11020,54,40,2,32,6,13,3,10,1,0,4,4,1,19,0.62,0.514,0.698,0.625,0.424,7.78,9.53,9.45,3.69,62,9.5,6.39,85.7,3.44,80000
10000,11072,45,33,3,23,8,11,3,20,0,0,3,2,4,2,0.96,0.571,0.588,0.827,0.479,3.4,7.06,8.35,4.36,96,1,5.63,95.6,1.02,80000
30000,21397,36,28,3,14,10,11,1,60,0,1,3,1,4,11,0.78,0.763,0.576,0.897,0.592,3.9,9.67,4.21,4.62,78,5.5,13.8,89.3,2.46,80000
30000,52708,70,52,1,27,11,28,4,60,1,1,5,3,7,5,0.9,0.755,0.541,0.828,0.317,7.84,7.29,8.05,3.63,90,2.5,5,97.5,0.9,80000
15000,35873,49,36,3,21,13,12,3,30,0,0,4,4,3,9,0.82,0.498,0.677,0.698,0.341,7.4,7.82,7.75,1.69,82,4.5,5,92.7,1.84,80000
15000,22351,33,24,1,14,8,9,2,30,1,1,2,3,3,15,0.7,0.621,0.485,0.883,0.271,3.64,11.22,7.67,4.24,70,7.5,7.2,84.5,3.4,80000
5000,2589,23,18,2,9,2,12,0,10,0,0,2,1,5,13,0.74,0.781,0.645,0.82,0.342,3.22,9.54,5.07,4.86,74,6.5,16.12,85.9,3.08,80000
15000,34758,43,33,2,23,12,7,1,30,0,1,3,4,1,14,0.72,0.677,0.661,0.813,0.599,7.54,6.43,6.53,2.59,72,7,5.26,87.2,2.94,80000
5000,5818,40,31,3,24,4,11,1,10,1,0,3,2,3,19,0.62,0.459,0.604,0.697,0.506,4.64,9.98,4.91,3.11,62,9.5,15.55,83.7,3.74,80000
10000,25325,12,9,2,6,2,4,0,20,1,1,2,4,5,19,0.62,0.559,0.568,0.689,0.523,6.21,10.09,6.1,4.96,62,9.5,6.67,81.7,4.04,80000
15000,27383,36,27,3,24,4,6,2,30,1,0,3,4,1,1,0.98,0.789,0.696,0.725,0.462,5.5,6.17,8.13,3.7,98,0.5,5,96.3,0.86,80000
15000,10789,54,41,1,25,13,14,2,30,1,1,4,1,4,6,0.88,0.477,0.609,0.828,0.598,7.79,6.54,7.68,3.94,88,3,12.06,94.8,1.36,80000
5000,5822,45,35,1,23,7,14,1,10,1,1,3,2,1,18,0.64,0.591,0.63,0.587,0.513,5.78,11.56,7.69,1.66,64,9,14.3,84.4,3.58,80000
5000,2637,32,24,1,13,8,10,1,10,0,0,2,1,5,13,0.74,0.795,0.422,0.505,0.209,5.77,11.87,7.17,1.07,74,6.5,19.11,85.9,3.08,80000
10000,16265,41,31,3,24,6,9,2,20,0,0,3,3,6,11,0.78,0.532,0.57,0.586,0.494,3.95,9.83,6.02,1.98,78,5.5,6.13,89.3,2.46,80000
5000,10108,17,12,3,6,5,4,2,10,0,0,2,4,7,5,0.9,0.309,0.425,0.543,0.399,6.9,11.22,5.14,3.44,90,2.5,5,91.5,1.8,80000
15000,10331,56,40,1,21,13,17,5,30,1,1,5,1,4,13,0.74,0.571,0.401,0.886,0.279,6.75,6.18,8.78,1.35,74,6.5,21.72,91.9,2.18,80000
15000,36489,30,24,3,14,7,9,0,30,0,1,2,4,3,5,0.9,0.317,0.409,0.758,0.597,4.02,10.79,8.87,3.26,90,2.5,5,91.5,1.8,80000
15000,9262,27,20,2,16,4,6,1,30,1,0,3,1,6,12,0.76,0.318,0.495,0.666,0.488,7.24,10.37,4.79,3,76,6,18.84,88.6,2.62,80000
10000,17696,24,18,1,13,2,8,1,20,0,1,2,3,7,18,0.64,0.525,0.577,0.896,0.536,3.44,7.54,7.63,3.16,64,9,8.19,82.4,3.88,80000
15000,36963,32,24,1,12,7,11,2,30,1,1,2,4,6,18,0.64,0.489,0.545,0.608,0.203,4.08,6.56,6.47,3.53,64,9,6.61,82.4,3.88,80000
30000,64986,27,20,3,7,8,11,1,60,1,0,2,4,7,17,0.66,0.56,0.614,0.544,0.259,5.55,10.73,8.3,2.01,66,8.5,6.37,83.1,3.72,80000
10000,20711,41,31,1,20,9,10,2,20,0,1,3,3,6,14,0.72,0.795,0.6,0.882,0.41,4.72,10.82,8.19,1.2,72,7,6.39,87.2,2.94,80000
30000,54396,57,44,2,24,18,14,1,60,1,1,4,3,6,6,0.88,0.68,0.42,0.558,0.506,4.58,8.43,7.74,2.03,88,3,5,94.8,1.36,80000
15000,12419,22,16,2,12,2,7,1,30,0,0,2,2,5,4,0.92,0.58,0.547,0.653,0.472,3.89,8.17,5.79,3.31,92,2,7.12,92.2,1.64,80000
5000,12671,32,24,3,13,7,11,1,10,1,0,2,4,4,9,0.82,0.363,0.612,0.689,0.282,7.42,11.61,5.58,2.48,82,4.5,5,88.7,2.44,80000
5000,9514,23,17,1,15,4,3,1,10,0,0,2,3,2,7,0.86,0.661,0.541,0.77,0.496,3.82,9.4,5.61,3.53,86,3.5,5,90.1,2.12,80000
10000,17772,72,52,3,22,18,26,6,20,1,1,5,4,2,12,0.76,0.576,0.477,0.559,0.535,6.88,7.36,7.25,2,76,6,5.27,92.6,2.02,80000
30000,20801,40,30,3,21,10,7,2,60,0,1,3,1,1,9,0.82,0.396,0.445,0.683,0.354,5.4,9.73,5.18,3.21,82,4.5,16.58,90.7,2.14,80000
10000,21283,55,40,1,20,13,17,5,20,1,1,5,3,7,16,0.68,0.543,0.576,0.694,0.474,4.53,7.37,4.47,1.69,68,8,7.24,89.8,2.66,80000
10000,18948,25,19,3,9,8,7,1,20,1,0,2,4,4,16,0.68,0.466,0.468,0.714,0.564,3.62,10.39,6.05,1.74,68,8,6.48,83.8,3.56,80000
15000,35953,77,60,2,38,23,14,2,30,1,1,5,4,3,14,0.72,0.502,0.48,0.848,0.476,5.87,10.89,8.46,1.92,72,7,5.93,91.2,2.34,80000
5000,8083,63,48,2,28,16,17,2,10,1,0,5,3,7,8,0.84,0.766,0.636,0.836,0.556,7.54,9.55,5.91,4.5,84,4,5,95.4,1.38,80000
10000,20021,71,52,1,40,13,13,5,20,1,1,5,3,5,17,0.66,0.36,0.662,0.813,0.418,3.14,8.74,8.38,4.4,66,8.5,8.02,89.1,2.82,80000
5000,10211,80,60,1,47,12,17,4,10,1,1,5,3,2,14,0.72,0.738,0.413,0.741,0.269,4.27,10.85,4.47,3.06,72,7,7.18,91.2,2.34,80000
15000,8399,16,12,1,8,2,6,0,30,0,0,2,1,3,10,0.8,0.588,0.603,0.668,0.262,5.82,7.57,5.53,1.38,80,5,14.82,88,2.6,80000
10000,11615,36,27,1,10,9,15,2,20,0,0,3,2,2,9,0.82,0.731,0.531,0.841,0.449,7.21,6.34,5.22,4.92,82,4.5,7.86,90.7,2.14,80000
30000,58331,42,30,1,16,11,11,4,60,1,1,4,4,4,12,0.76,0.633,0.415,0.539,0.203,5.39,11.07,4.09,4.44,76,6,5,90.6,2.32,80000
15000,13685,59,45,2,28,16,13,2,30,1,1,4,2,3,12,0.76,0.683,0.673,0.847,0.379,3.09,9.84,7.66,1.32,76,6,11.85,90.6,2.32,80000
30000,48656,81,60,2,32,20,23,6,60,1,0,5,3,2,19,0.62,0.398,0.602,0.748,0.3,6.69,9.66,9.91,3.75,62,9.5,7.62,87.7,3.14,80000
5000,9769,81,63,2,50,11,18,2,10,1,1,5,3,2,19,0.62,0.776,0.512,0.556,0.414,3.63,11.87,7.06,3.01,62,9.5,7.96,87.7,3.14,80000
15000,22280,78,60,2,23,24,29,2,30,1,1,5,3,6,14,0.72,0.351,0.562,0.637,0.261,6.09,7.28,9.65,3.16,72,7,6.21,91.2,2.34,80000
10000,7089,39,29,3,10,12,15,2,20,1,1,3,1,5,15,0.7,0.507,0.682,0.577,0.25,5.52,6.83,9.04,4.71,70,7.5,19.3,86.5,3.1,80000
5000,8492,45,33,2,17,7,18,3,10,1,0,4,3,1,5,0.9,0.352,0.577,0.581,0.406,7.86,11.33,4.58,1.38,90,2.5,5,95.5,1.2,80000
30000,15008,21,16,2,14,2,5,0,60,1,0,2,1,7,19,0.62,0.688,0.654,0.736,0.538,4.6,6.41,5.63,4.94,62,9.5,23.92,81.7,4.04,80000
5000,9186,56,44,2,35,11,9,1,10,1,1,4,4,4,7,0.86,0.468,0.645,0.563,0.231,4.8,7.27,7.02,1.65,86,3.5,5,94.1,1.52,80000
30000,21399,81,63,3,48,15,16,2,60,1,1,5,1,5,4,0.92,0.45,0.642,0.659,0.553,6.62,11.02,6.4,1.85,92,2,10.13,98,0.74,80000
30000,45224,43,33,3,21,9,12,1,60,1,1,4,3,5,4,0.92,0.749,0.452,0.601,0.511,7.99,10.6,9.92,3.64,92,2,5,96.2,1.04,80000
15000,10291,57,44,1,32,10,14,1,30,1,1,4,1,4,13,0.74,0.621,0.488,0.9,0.432,5.3,9.01,4.96,1.79,74,6.5,17.53,89.9,2.48,80000
5000,3531,83,64,1,35,18,27,3,10,1,1,5,1,6,2,0.96,0.429,0.58,0.586,0.22,4.35,9.42,7.48,4.74,96,1,8.92,98,0.5,80000
5000,5189,90,70,3,50,13,25,2,10,1,1,5,2,4,15,0.7,0.63,0.429,0.705,0.467,5.18,8.92,4.42,3.75,70,7.5,11.99,90.5,2.5,80000
30000,19023,67,51,1,28,16,20,3,60,0,0,5,1,5,5,0.9,0.391,0.551,0.747,0.561,4.23,10.7,9.61,2.93,90,2.5,12.2,97.5,0.9,80000
15000,23825,28,20,2,8,8,10,2,30,1,0,2,3,1,19,0.62,0.68,0.545,0.62,0.23,7.21,10.76,5.52,4.36,62,9.5,10.42,81.7,4.04,80000
10000,9368,58,44,3,26,13,17,2,20,1,1,4,2,3,14,0.72,0.37,0.573,0.66,0.4,3.48,10.72,8.8,1.03,72,7,12.96,89.2,2.64,80000
30000,17584,51,39,1,24,7,18,2,60,0,0,4,1,3,1,0.98,0.379,0.503,0.622,0.361,6.93,11.24,9.53,2.9,98,0.5,9.67,98,0.56,80000
15000,31889,23,16,1,7,3,11,2,30,0,0,2,4,6,5,0.9,0.667,0.562,0.711,0.46,5.42,8.01,7.2,1.93,90,2.5,5,91.5,1.8,80000
30000,52282,64,49,3,22,25,15,2,60,1,1,5,3,1,7,0.86,0.44,0.548,0.607,0.322,6.98,11.15,7.6,1.68,86,3.5,5,96.1,1.22,80000
15000,28675,55,42,2,23,15,15,2,30,1,0,4,4,1,11,0.78,0.693,0.472,0.694,0.522,5.67,10.57,9.19,1.17,78,5.5,5,91.3,2.16,80000
10000,9447,87,67,2,48,12,24,3,20,1,1,5,2,1,12,0.76,0.746,0.474,0.515,0.447,6.54,10.32,5.88,3.78,76,6,9.72,92.6,2.02,80000
30000,60572,67,52,3,21,21,23,2,60,1,1,5,4,7,16,0.68,0.32,0.454,0.823,0.27,4.3,6.86,4.97,3.55,68,8,5.74,89.8,2.66,80000
5000,2496,37,27,3,19,8,7,3,10,0,0,3,1,7,9,0.82,0.374,0.585,0.683,0.201,6.18,11.66,9.95,1.79,82,4.5,16.07,90.7,2.14,80000
5000,5638,37,28,2,10,12,13,2,10,0,0,3,2,6,10,0.8,0.512,0.413,0.596,0.556,3.33,8.71,6.23,2.51,80,5,9.1,90,2.3,80000
5000,5921,30,24,1,11,8,11,0,10,0,1,2,2,7,19,0.62,0.745,0.51,0.541,0.401,3.27,9.81,6.4,3.18,62,9.5,15.21,81.7,4.04,80000
10000,24236,32,24,3,10,12,9,1,20,1,1,3,4,1,11,0.78,0.663,0.57,0.548,0.551,4.64,10.38,6.64,3.25,78,5.5,5,89.3,2.46,80000
15000,16724,56,43,1,26,11,17,2,30,1,1,4,2,7,4,0.92,0.522,0.629,0.695,0.245,3.1,9.99,6.87,4.98,92,2,7.48,96.2,1.04,80000
15000,8256,69,50,3,24,23,16,6,30,1,0,5,1,2,9,0.82,0.639,0.485,0.656,0.414,7.28,9.55,6.05,1.21,82,4.5,14.98,94.7,1.54,80000
15000,31371,47,36,3,20,12,13,2,30,1,1,3,3,2,17,0.66,0.334,0.665,0.853,0.518,7.23,6.41,8.38,2.12,66,8.5,6.6,85.1,3.42,80000
10000,18854,33,24,2,17,4,10,2,20,1,0,3,3,4,16,0.68,0.617,0.493,0.889,0.523,7.12,6.26,8.11,2.23,68,8,7.52,85.8,3.26,80000
30000,24106,40,31,3,21,10,8,1,60,0,1,3,2,3,7,0.86,0.532,0.476,0.882,0.541,3.68,8.97,8.31,1.68,86,3.5,7.38,92.1,1.82,80000
15000,10227,38,29,2,22,8,7,1,30,1,0,3,1,7,17,0.66,0.43,0.634,0.783,0.302,6.84,9.11,4.55,2.55,66,8.5,22.42,85.1,3.42,80000
30000,35872,24,18,1,8,7,8,1,60,1,1,2,2,6,19,0.62,0.748,0.579,0.885,0.221,5.03,11.99,4.66,4.66,62,9.5,11.05,81.7,4.04,80000
30000,73184,85,64,3,45,13,23,4,60,1,1,5,4,5,18,0.64,0.678,0.45,0.729,0.249,4.22,7.52,6.18,4.44,64,9,6.08,88.4,2.98,80000
15000,34917,29,21,3,11,7,9,2,30,0,0,2,4,6,8,0.84,0.355,0.51,0.783,0.264,6.22,8.34,8.95,2.36,84,4,5,89.4,2.28,80000
5000,2975,46,34,2,23,12,8,3,10,1,0,3,1,2,12,0.76,0.649,0.453,0.737,0.485,6.43,8.28,8.85,4.96,76,6,15.03,88.6,2.62,80000
10000,6728,86,64,3,48,23,10,5,20,0,1,5,1,5,9,0.82,0.406,0.7,0.659,0.303,5,8.98,8.11,1.46,82,4.5,14.38,94.7,1.54,80000
30000,48596,57,42,1,29,11,13,4,60,1,1,5,3,3,12,0.76,0.519,0.643,0.799,0.36,6.99,7.78,6.91,4.01,76,6,5.86,92.6,2.02,80000
5000,9441,51,40,1,23,8,19,1,10,1,1,4,3,1,15,0.7,0.648,0.531,0.588,0.292,3.99,6.34,7.57,4.48,70,7.5,6.98,88.5,2.8,80000
