warehouse_size,daily_orders,item_types,workers,shift_type,wms_implemented,agv_implemented,season,day_of_week,processing_time,picking_accuracy,error_rate,labor_cost_per_order
7180.890461412005,262,535,93,3,0,0,4,1,61.28497726454272,89.19845928091704,4.6856728474627145,8735.2889920966
24220.060088870036,324,3248,86,2,1,0,2,6,46.14711986456951,90.03384083713951,3.3246377882656057,5130.598663148588
11615.672970490035,812,3474,25,2,0,1,4,3,426.27256708341605,89.75351734243004,3.1739516026641366,1000.0
21879.473239325747,610,1430,42,2,1,1,3,4,126.64632769719486,96.37422842727297,1.9357268533740215,1000.0
29597.672284865195,636,1825,98,2,0,1,2,4,60.12301369000944,93.97046546907399,4.526484847340714,3428.724330770935
6812.658803029115,569,371,57,1,1,0,2,3,112.44111037793093,97.57668438997962,3.5977656940433547,1244.0300480819192
6745.9754627999355,844,1748,14,3,1,0,3,3,339.16271175558836,97.40528169306494,3.1821398803908285,1000.0
36910.72361686718,812,2616,25,1,1,0,4,4,405.08939538376836,92.45089010724682,3.2160144699912663,1002.3624378062611
23081.60563707628,768,1745,77,1,0,0,1,2,185.4135661670253,80.98002679127535,5.553431794630179,2436.7880634624416
46263.25008961199,655,4424,72,1,1,0,4,1,180.96012983636783,92.78175670519192,2.9682132304069393,1473.0093368871358
44521.361047955594,438,716,28,3,0,0,4,1,241.72104334926584,79.76604927910404,4.519316065540283,1000.0
5682.838957088977,992,1295,89,2,1,0,3,3,134.2602672395076,93.1856453290838,2.838335104602176,1801.5788103858054
5875.081628879598,959,472,74,3,1,0,1,7,164.31594974476164,92.82810580859663,4.094249493047996,1426.4217381499418
5826.127279965078,649,110,68,2,1,0,4,1,121.69639744063693,96.50537350333292,3.5624662726516205,1224.1456001164902
42600.72672907919,259,4938,79,1,1,1,2,4,39.957519297953425,94.0787048571527,1.5568402548148357,5835.064300358452
9729.389759613725,348,3634,94,1,1,1,1,7,31.19405496231135,99.5,1.8849873460429973,5347.119512523568
26689.77129797902,577,377,66,2,0,1,2,2,96.78442152924671,97.79255137753336,4.430603528033016,2944.600720944307
34529.134116812296,838,4546,61,2,1,1,4,6,141.60767888929524,99.5,2.4146104656342278,1026.3178820551047
31294.387929321907,708,206,24,2,1,0,2,6,200.30160285022586,91.33457872050961,2.9119437830200687,1000.0
43688.65125582801,759,1713,67,1,1,1,3,5,87.63406786711433,99.5,2.0036813407117835,1000.0
15513.114364185494,93,3152,70,3,1,0,3,3,10.0,99.00165723650171,3.5899567052128494,16088.776632099352
26888.22659912802,743,4452,70,3,1,0,1,3,123.86972110912461,94.24774570466501,3.4469119775708834,2046.2664143223074
8723.22365691822,738,3340,92,2,1,0,3,7,50.98960894164465,94.65807762988766,3.196466730460709,2740.3526436896263
9658.082615275896,374,2391,80,3,1,1,1,3,39.318184149675574,99.5,1.0543032734036757,4269.226306565296
30271.296243510864,978,3786,19,1,1,0,1,3,371.5212197103327,96.52040928127852,3.0320640469199867,1000.0
36293.480193637595,214,2881,48,3,1,0,4,5,59.609176457074156,94.33834892906438,2.3349857295018746,5298.918961182074
16431.395800954368,617,2770,99,1,1,0,2,1,66.63159234625968,91.35558159233408,2.3159629457340056,2655.838896983568
48376.22054329348,275,3085,57,2,1,0,4,5,61.76305576283725,99.23608063562975,2.3771287748831647,4406.709580559802
27683.153588679095,482,3499,58,3,1,0,4,6,63.08866746439276,92.07079985400861,1.8652510677512952,2301.9806958386275
33772.38896543441,194,1489,45,1,1,0,4,2,19.86447076250406,97.55960463515467,2.047532111291057,4767.941834296452
21316.24456676047,279,891,73,2,1,0,4,1,36.9935962883692,90.12985241017627,2.804681734624324,5324.6981985033335
13720.510851050969,123,2208,67,3,0,0,4,1,41.96245578163458,81.52535695873308,4.764698922537721,14134.39405109639
24117.28399296052,380,3910,31,1,1,1,1,6,56.7141682853352,98.218715330796,2.1476162875203015,1349.3042151037703
36702.21363852581,498,3599,52,1,0,1,1,5,112.95039345429777,93.49471877290982,4.09534764386022,3315.0241376873955
18412.590730766427,687,1293,86,1,0,0,2,4,107.87968412801668,81.65190171097156,5.010008984149615,4129.644854497623
40007.50373616445,622,2746,11,2,1,0,2,3,273.03022663319405,89.97659161864027,2.1177759138847208,1000.0
7772.359338161116,836,4318,99,2,1,0,1,7,76.91550007895344,91.442432675413,3.2029016917678756,3679.158445870823
27306.084660292127,265,3354,66,1,0,0,1,4,21.444462903593923,85.47862698099165,5.396802401629797,6431.284410724169
18448.843495409048,674,771,19,3,1,0,1,4,242.02380696473304,93.44579294157484,3.5411769365811545,1000.0
34960.29806609919,835,2276,44,1,1,1,1,3,241.68948390910955,99.5,1.865686414056705,1698.7132128560502
38912.455916509425,466,2323,12,3,1,0,1,5,195.79557623658727,91.95311523584526,3.336146704020201,1000.0
44210.011655312715,808,3620,70,2,0,0,2,1,260.09016847361346,87.14647929030846,4.300460785907762,1405.6981880381113
42647.90946654462,104,1430,48,1,0,0,3,7,10.0,85.93898891360449,6.045788184889274,11520.766499374626
5574.444193305381,528,4784,12,3,1,0,4,3,227.4465709012566,94.70644768935462,3.2528677162363993,1000.0
31967.488302061633,376,2850,95,1,1,0,2,5,64.44430200406427,91.70286574533539,3.0815331719427888,4521.937701606553
47587.03940112669,821,1284,42,1,1,1,2,7,115.50015306103505,99.5,2.592455643611716,1000.0
34600.495101628374,577,1595,87,1,1,0,4,1,47.217521572754926,97.3142053847113,2.8539623491967285,2813.720236687783
27508.907098525335,465,1571,94,3,0,1,1,1,59.56508657222927,88.85852269334767,4.764160293034186,4295.849902569015
48260.05840376628,578,991,98,2,1,1,3,3,31.58255285396285,99.5,2.237638435610732,4032.275090885909
15487.00827200926,689,2115,97,2,1,0,1,7,51.08084127443154,95.00226652236378,2.9456561417066736,2626.536618857885
29403.498902948562,831,644,19,2,0,1,3,3,340.0207872976926,93.63710435370571,4.995685209208452,1000.0
23785.172775340812,963,1246,42,1,1,1,1,3,249.55426906168125,99.5,1.5478653009684864,1000.0
40393.664919661605,144,1269,66,3,0,1,2,1,13.255985607737836,86.91864772734365,3.892924844644406,10731.077243165691
16037.56872384653,869,2291,85,1,1,1,1,5,119.00129026467599,98.65299226373843,1.8573848420637755,1222.2757420584392
10070.30869856555,908,3344,26,2,1,1,3,7,143.89469434098487,96.8280321915637,1.4057495839627325,1000.0
39018.46320190616,770,3898,58,1,1,1,2,5,149.36395135155345,99.5,2.163164611720791,1068.4073099211387
12039.211346972857,303,4202,96,3,1,0,1,6,44.601230416199414,90.96958916141132,2.818434176591461,6763.834663926697
39639.75383235135,96,4817,81,3,1,0,2,7,12.69605850846917,95.60649613312368,3.732256775133428,17925.181639992657
38282.97580938477,591,458,91,3,0,1,4,1,101.03261610400308,91.40566730717701,4.104299299496098,3948.6120049823326
10707.976710166873,796,4822,99,1,0,1,1,6,64.41370503070243,94.00997207327696,4.0275212786405215,2560.167953870097
39291.472446757296,772,4418,18,1,1,0,2,6,267.37171733531056,95.34467212350607,2.603352834074311,1000.0
33789.88407066901,996,1429,28,1,0,1,1,2,420.74618981377387,89.63302985360177,3.42833050445807,1000.0
5035.5279991948455,907,2483,79,1,1,0,4,6,181.64339526042485,92.20411513340748,2.529262723797225,1000.0
7089.514496726553,238,909,74,1,1,1,3,4,37.72863134766113,99.5,1.8526084783566814,5614.695844707005
8642.736591006023,318,1754,52,1,1,1,4,6,14.133652536281554,99.24124968184205,1.5989002959824103,2369.816470909239
20039.69017670516,552,3885,92,1,1,1,1,2,43.69747576910254,99.5,0.9304429377845744,2927.0312819433498
46589.8295679197,302,4728,10,3,1,0,4,2,218.53991588318934,97.59546965036078,2.6134851451986485,1000.0
6701.906144841589,73,3596,86,3,0,0,4,4,41.36207338650623,86.92383705823173,4.258792929470563,29264.08693456376
28217.564533644054,941,997,48,1,0,1,2,1,375.65479454383893,91.01926261637387,3.8699487750867516,1000.0
22657.194541972458,481,4355,93,2,1,0,1,7,32.51360618064033,96.84300765388235,2.9471059489676175,4486.222865021691
23501.701955306242,852,3846,52,2,1,1,4,3,199.6233481631279,99.5,1.043441917827656,1835.7765852937782
34765.15174758955,540,3790,89,2,0,1,2,4,65.86546445044412,85.88832287379897,5.1459556334093435,4642.064335414008
34420.00653302703,485,2140,15,2,1,0,4,4,208.73270277292076,99.5,3.2797829964336467,1000.0
26681.15491425236,879,4954,44,1,1,1,1,6,130.47900691996117,99.5,2.414661886291431,1000.0
6986.550293935496,292,1984,97,1,1,0,4,3,66.97795493694242,97.62667375830944,3.4828026743930547,7439.698542566131
39604.10878528833,587,334,80,3,0,0,3,1,67.69717442605865,83.66100376369845,5.185702017211515,3654.844933217906
12597.512299365653,191,1594,88,2,1,0,1,5,26.455901438171644,93.19836240362051,2.772514843519811,9028.473156660935
45697.151059948555,734,4353,53,2,1,1,2,4,144.71506298850682,99.5,2.2396476780955332,2029.5611370880997
16756.030960411208,472,1763,53,1,0,1,1,2,76.09018207390314,88.95974616425904,3.4678949230799634,1643.6279573724473
5826.724454214698,638,1561,78,1,1,0,4,4,37.59482973205789,94.4099618051396,3.504389338760007,1806.377323864901
11164.200003928752,975,760,85,3,1,0,2,3,182.4391560297384,90.67705509642525,3.153349186829718,1468.231349530456
35927.735198590744,270,372,35,1,1,0,4,5,36.40417397608672,93.08442683613674,3.4585312561863026,2823.644781970062
22946.96871158258,285,4323,81,2,1,0,4,5,54.974571851530676,92.6744988692269,2.422775170478104,6813.343772960401
38531.516442251916,211,2999,70,1,1,1,4,4,18.556623151901167,99.5,2.3454554786960964,5749.160561957408
20591.117918540025,61,4644,73,2,0,1,4,1,62.88465828046974,88.27121421291518,3.928170235051441,26843.6892256952
48211.98613214299,61,4016,10,3,1,0,1,6,49.23176457547851,97.46669654611803,1.961440073113063,3161.051569603945
25210.553626861285,811,4026,84,2,1,0,3,7,88.54347551367226,89.79409266018706,3.380391085926423,2100.530911843515
47814.91874992994,556,2676,69,1,1,1,4,3,48.093769732294454,99.5,1.871798722233852,1565.2753956963688
31314.056375178712,796,431,23,1,0,1,3,2,276.40712838028344,85.73331105148138,3.998893665264719,1434.128143662363
18734.65385579866,476,564,31,3,1,0,3,6,59.57301479579831,95.78141524721265,3.165056895235472,1000.0
17748.343759896597,463,528,99,1,1,0,1,4,45.56545185691695,95.24876167792874,2.7811313387978376,4367.4528246807295
22831.13060673827,314,4288,31,3,0,0,2,5,89.7514852064047,89.4276374515119,5.245722755447201,2353.6123507811835
19442.094724374816,138,2334,60,2,1,0,4,3,45.070436167127006,92.41829063173232,3.6764002674483627,8462.365138311656
48325.31635913295,275,3266,50,1,1,0,3,7,24.312328389492862,99.5,3.2526685738236742,3900.2833113214297
26887.62326400022,872,3802,66,2,1,0,3,5,166.48568109834125,91.51666282960034,2.278758537203527,1571.2622318161368
20066.825512105297,941,1429,46,2,0,0,4,5,488.67751307364483,79.95435893493239,5.3286005506480265,1152.469791193306
21976.339357206292,790,1469,90,1,0,0,2,4,147.89851304722814,86.48602446049736,4.592946254454595,2710.649130369687
35989.027351897545,800,367,30,2,1,1,2,7,151.66426102348217,96.33098149319119,1.7808915318089205,1422.7537343986119
5202.70164411299,905,4344,80,1,1,0,4,5,248.189659391588,96.99063685549531,3.236278699691911,1377.4709475248956
35480.383073668236,841,1445,22,2,1,1,1,5,200.35294083214686,99.5,2.5326881361298015,1000.0
16331.661590410926,985,1770,66,1,0,0,2,4,407.8888533778337,80.26148374873819,4.480721846982058,2321.341590721841
9858.3101649876,78,813,82,2,1,0,1,5,23.029843211223174,89.77889652315655,2.8303444064309207,21004.972423236442
8352.970781838803,304,3629,29,2,1,0,1,5,72.13249307377495,96.03991318334238,2.5120253345701764,2238.97714073079
5912.614170256137,667,236,71,2,0,0,4,6,90.91128146083017,81.93024032987324,5.140022671348702,1323.8858512152833
26453.924397874765,643,3837,22,2,1,0,3,3,210.04360753620432,96.74534531188509,2.449112818530113,1000.0
36329.96462545726,121,2668,46,2,0,1,4,4,60.04580401555831,90.38923158801433,3.8612749658078025,7925.819287675161
10702.07308554075,219,4896,13,3,1,1,2,3,91.58636549010953,99.5,1.9804584435320463,1702.682127632154
39315.700075619876,177,937,28,3,1,0,3,1,36.42789235277758,97.70632255622932,2.645287580203253,3122.3220897201095
26422.64462758986,847,2866,91,3,1,0,3,3,104.11754528731912,95.00254715739388,3.428842734175422,1282.436653014713
8000.703516336106,738,4929,40,2,1,0,1,4,279.7250931057515,92.62948960742455,3.340871704407571,1565.262283008452
31537.80662344096,270,403,72,1,1,1,1,5,10.0,99.5,0.8107841700633358,4896.325766324013
25181.83526011852,804,2447,56,3,1,0,4,7,170.19816529641264,99.36630345174598,3.1164303059822878,1000.0
16413.9113453619,657,734,67,3,1,0,4,1,77.37542394020242,94.7164581788967,3.611474277395423,1593.306521201249
35116.56916608417,256,3489,36,1,0,0,2,5,32.576718105819765,86.70155262838536,4.595610958881303,3044.6004298925923
45341.278576668294,226,1506,64,1,1,0,1,2,36.839546085787525,94.63847540970231,3.4165788833147173,5348.592166657074
49802.18908115777,527,4504,36,3,0,0,1,4,208.2956437054229,79.81270246770384,5.0532674835268905,1660.8426086613279
36721.00097291013,779,3165,56,1,0,0,1,7,191.5994855762342,84.92079243600489,5.192678943969669,1532.0861788374225
5811.705927709,427,3759,45,1,0,0,1,6,79.87874703060662,85.42991891500002,4.74204734343383,2171.9642927241894
24102.177470444083,896,1218,63,2,1,1,2,5,138.15006464996333,97.46323538028538,2.567123785436939,1189.5547833016144
7177.814687559452,285,2528,66,1,1,0,1,5,10.0,90.80095548580194,3.6082298889495585,3435.27487326979
6012.694734290891,565,2296,34,3,0,0,3,1,182.89836983249424,85.75477740630589,4.721652862415038,1085.0897608187574
48014.15194708338,595,2223,33,1,0,1,4,7,175.43143387282535,88.3847593665032,3.7147629880347157,1154.2470697664205
12517.505126095355,347,3698,72,3,0,1,4,7,43.497527962961094,92.82678082063117,3.0072310927199575,4603.388838657238
14093.742425356566,781,4531,50,2,0,0,2,3,371.43093926664477,81.17136730897884,4.518467443294077,1251.4066421974057
12138.673399231942,180,2759,58,1,1,1,1,1,48.32739810230151,99.5,2.120057248860931,6003.453362928317
29427.86184503336,214,1316,18,1,1,1,2,5,57.22221482474273,99.5,1.4515624603080068,1925.0517306050488
33811.291172852434,709,3788,56,3,1,1,2,3,182.8934946731853,99.5,1.7888950371911,1774.9631137180909
35904.007412685896,160,4429,31,1,0,0,2,3,78.14587675496372,86.65900501571096,6.124718792098145,4389.943233383459
32191.67821941163,812,3272,13,1,1,0,4,5,434.25384472245344,97.16891474590517,3.6069139353472286,1000.0
48232.763970270935,93,1916,13,3,1,1,2,3,29.24222388791389,96.9190431238241,3.480434845231523,2917.3325252490336
6541.7505257076955,104,4147,40,2,1,0,3,5,57.91601515332038,92.28444527855268,2.3273636476751256,8216.55585805209
32279.101412464937,402,3471,51,1,0,0,2,6,64.50902843979527,85.30393084966376,4.60353422503006,4402.139903966066
30803.073165396672,397,2380,19,2,1,0,2,4,181.234157901171,95.09202552821213,3.075703695312389,1000.0
41268.655790192926,109,3653,57,1,1,1,3,1,29.419924559813065,99.5,2.754031823076036,9974.29009834921
14618.311792750488,237,1006,22,3,1,0,4,4,62.9771932326078,94.86718004046605,3.8459174187622915,2629.1589407700285
23844.154571719475,815,626,11,1,1,0,4,4,443.49430797957933,92.48309468106747,2.646223857352947,1000.0
48102.58870018264,507,3785,72,1,1,1,2,5,51.34812788319381,99.5,2.4452087619976353,2597.7913441084775
43089.58293382881,620,665,95,3,1,0,1,1,67.94279368091617,92.7394494747801,2.7135130033658874,3559.747507869805
12359.976728621816,590,914,17,3,1,1,1,3,200.2802040701641,99.5,0.9838231178508077,1000.0
11163.498554490612,672,3381,10,2,1,1,4,6,169.16444874532374,99.5,1.8748819171714628,1000.0
23087.83660768488,204,1713,87,1,0,0,3,4,26.264915282172307,79.23720449231585,5.318999314534123,10002.336317960679
18566.978690946176,265,3275,96,2,0,0,4,5,100.34790381944495,85.36617663871819,4.668899316437813,9119.60185073666
34493.706356128474,215,2465,27,3,1,0,1,5,45.46030224106551,96.9212377055003,3.265806573394272,1618.3357371213713
5376.454699286488,755,2019,27,1,1,1,1,5,207.06924078157317,97.84788791538867,2.061363950506768,1000.0
23903.253286347393,496,1855,55,1,1,0,2,6,46.40906451398028,99.5,2.342279346475077,2872.4639861851947
46269.43273273074,382,4882,14,3,1,0,3,7,101.44422995247393,90.53792024982278,2.2988153582880875,1778.5314295599558
6537.901506848933,896,2163,53,2,0,0,1,7,225.92809102118724,83.82770690123677,4.412639209395455,1290.1026320374228
43195.60637491282,280,983,18,3,1,0,3,5,61.64784727404752,96.58192908019869,3.3537288554321907,1674.1801318917
32302.38109020044,940,177,39,1,1,0,2,2,317.454028175782,97.19624285429907,4.121960637751525,1000.0
42313.1800977463,290,3318,53,1,0,1,4,1,66.55320519032013,86.61820862233756,3.971992664083164,4238.573208856138
15233.977792558817,275,4770,47,2,1,0,1,1,52.05482165637793,89.22063518162136,3.3831942382861997,3211.2343470443902
40168.54082898802,400,3696,37,2,1,0,1,7,70.74034639524487,94.72137649582085,3.5591906410552903,1165.7399286373916
43316.80021912973,739,3002,24,3,1,1,1,1,229.87599578688213,99.5,2.960437209605138,1000.0
32346.910032436725,871,4032,29,1,1,0,2,5,322.54871795991005,98.5398263901154,3.6453527576560654,1364.0750148721104
29904.24653541806,817,3039,87,3,1,1,1,3,93.61476467107319,98.04433425240586,1.3677074427010474,1944.9783924875753
48997.0765771475,446,1181,46,2,1,1,1,7,26.79295847861042,99.5,1.1689426432242795,2166.333801233679
21513.102431764786,618,3766,10,1,0,1,2,1,295.2522109966038,92.27210927560125,3.868894784982764,1000.0
29008.46439414427,91,830,66,2,1,0,3,5,18.85038219545691,90.31644512934737,1.791743799298701,14735.143288199975
30970.502146149898,711,1008,21,2,1,0,1,6,158.8642045133194,90.07092912585405,4.547414560244225,1000.0
24456.01964660441,75,4229,17,2,1,0,2,6,32.809756453203676,94.4970230521127,3.3341700293596452,3690.7114802792385
47490.33107139153,753,2623,89,3,1,0,4,7,94.63538867531766,93.90036710621965,2.5106153854419957,2381.962261976884
34705.35063482783,713,2437,57,3,0,1,1,7,132.33875291240344,91.97703352909039,4.828551005276082,1589.9033840497411
33126.205451464804,167,3176,69,3,1,0,2,5,71.04330341638848,94.65856238475872,2.805159678850222,8606.978408616314
8881.212708678422,968,4315,79,3,1,1,2,2,182.97798424530757,91.55585590152455,2.510024296638309,2479.794204404812
23095.90197629944,697,3791,56,2,1,0,3,5,156.8192313824303,99.5,3.959780042984822,1784.6637497698541
35566.115059592354,699,2559,52,2,1,1,3,2,130.80596686870226,99.5,1.4416474345743966,2265.3545282287264
27867.370570617863,278,869,75,3,1,0,2,4,10.0,94.95428586049974,3.0803249701765583,5726.814944317221
34677.05261560629,854,1285,82,2,1,1,4,1,145.1294639983483,99.5,1.9059485622274743,1551.994787036167
13994.283859224965,779,1010,60,1,0,0,3,1,219.80300200645615,82.7889119165419,5.52836245564021,2408.9491233704584
37781.19255013664,630,4108,86,1,1,1,4,7,48.79138397665811,99.5,2.3772378498853497,2436.5210038233304
8423.812704447826,419,3750,95,3,1,0,2,1,90.36809893973398,99.5,2.20036763697361,4381.095956444221
40544.85820783293,477,2637,77,1,0,1,3,3,108.80987762520809,90.74125556129889,3.7305523855070155,3458.969355947044
9434.17702254833,133,3347,76,2,1,0,4,3,27.70805775263788,93.91982833227698,2.429895157738834,11449.89737179909
15664.114327504312,208,2696,30,2,1,0,4,7,18.27610442323659,91.82359955525654,2.426329241839335,2500.1445721684236
12607.598711016759,778,4555,96,1,1,1,3,1,73.6956505001584,99.5,2.111963436973303,1247.8170483372778
34866.70155168152,488,945,65,1,1,1,1,7,26.704504505675835,99.5,2.6110990787778863,3200.827912643902
26031.077974922526,304,2887,22,2,1,0,4,7,103.69838037148621,99.39204079040677,2.5665146250859907,1490.727754430612
6187.262810249225,466,248,36,3,1,1,4,2,115.65042932715727,99.5,2.2269300784776798,2268.364132464886
45688.60433985925,969,792,65,3,1,1,3,4,170.84484857803437,99.3068213894773,1.6914608953947814,1000.0
41435.3416139633,672,2450,42,3,1,0,1,5,178.2995621176677,96.64683355329966,2.4800963327617374,1900.1829176514939
36224.6309918745,492,700,18,3,0,1,4,1,212.33344835389025,85.10753577837927,3.2530859418779103,1000.0
41999.50198884669,907,3327,62,2,1,0,2,2,251.05848788568298,99.5,2.3461117174261696,1194.5923837844514
17818.370447477613,516,533,75,2,0,1,4,7,51.60112604267587,86.82429516523044,3.8122499799622145,3620.0809606571534
5534.210600121169,204,3133,80,3,1,0,2,2,46.0589621889987,95.20780964352763,3.391013693787064,7387.32860382501
22011.39780049378,298,737,36,2,1,0,4,3,17.257812615278418,98.0875413083839,2.5674951784945788,2157.4340960806967
23322.818236949388,175,3480,96,2,0,1,4,1,45.18257675555434,88.94241398252626,4.623103336133716,12669.00449275197
11369.844926469774,695,3483,80,2,1,0,2,1,87.843307056054,97.8272278851024,3.6185904001445044,2174.9202350586243
42029.96307320759,476,2515,54,2,1,0,2,6,50.00459348697577,96.61255138091943,2.691612319240146,1594.9096708416255
26415.784736294034,352,1679,41,2,0,0,1,4,57.26615471221036,86.80146112828784,4.012430867168306,2489.4298930579575
8264.615584399335,315,3192,90,1,1,1,1,4,27.436738745139987,99.5,2.013285981702153,5589.653163172874
21206.395136252213,583,1707,57,2,0,0,3,5,114.92467526007079,84.0637842038418,4.831092452904299,2130.5434921350125
32638.267579304265,865,1286,63,3,0,0,4,5,336.37231138554546,78.16731217945275,4.938153405244108,1634.4381265405686
13063.085358139517,815,3624,58,3,0,0,2,5,305.0344789738568,85.68244264247699,5.314835085525896,1810.939245566626
13075.035691138388,127,713,76,1,0,1,4,7,27.687635736837585,88.34890341680548,4.353202812216924,12826.62912123079
17423.873982016805,551,1569,22,3,1,1,1,2,148.42026685045343,99.5,2.507968611781778,1000.0
23827.25019709722,420,4782,82,2,1,0,3,5,55.65547559707963,91.77279005467517,1.9753971148380791,3713.635780975967
9831.250330280049,264,3546,95,2,1,1,3,1,43.93307515984762,99.5,2.369972025689658,7317.146418383492
42475.05819604826,569,3156,40,1,1,1,2,1,144.11797484975665,99.37164415504401,1.7945423621048016,1024.5303315171793
35931.756512126,551,1485,27,3,1,0,2,6,154.7166438328053,89.8367674371186,2.7435326991107485,1224.3428458488822
23295.551355747095,839,507,49,1,1,0,4,2,262.8579887886911,93.05646185478172,1.9235432421212422,1152.6639597587275
15885.759766629102,702,3247,18,3,1,0,3,5,306.63056187934836,93.61905727500186,2.691410426994634,1000.0
43663.50674247062,94,3546,36,1,1,1,2,6,10.0,98.28415707824537,2.678509711409149,7033.904983368982
24220.963897177604,386,2526,77,1,1,1,2,7,30.313744605633982,99.24517738585543,2.6323284535112705,3805.591650653578
40626.2794640786,393,1140,49,2,0,0,2,5,82.48444772235283,84.10369083230482,5.546845219424656,4663.763111391432
47948.06794239797,737,3693,88,1,1,0,1,4,76.97326662837824,90.42103168570847,3.5976300845157336,1548.4927737352295
10312.452826702338,475,4239,42,2,1,0,1,3,105.87795677350246,93.91511567188236,3.3018520775613136,1822.295119944613
8093.792843990479,120,3778,32,1,0,0,4,4,14.783860057665109,91.13344467159983,4.501385856280612,6137.148105660618
22239.5645115763,651,2043,44,2,1,0,2,5,195.0618907187042,94.68512910467233,2.8810398357784774,1000.0
14304.223583139274,440,3544,61,3,1,0,4,6,38.222746198929244,94.99978144426257,2.509863251992586,3697.750937752624
11606.073428929838,227,4502,45,3,0,1,2,5,90.0487824977382,89.0509933657798,3.750063784794574,4731.868562552316
13377.426608573162,109,1903,84,3,1,0,1,6,32.90140053797058,93.44377510581246,2.3062555178041144,16221.407457331237
39569.30455133708,599,3495,85,3,1,0,2,6,60.297122864341695,99.14715752111161,3.2157044834831625,3337.5316823616176
20367.819980781962,683,3727,76,2,0,0,1,1,149.72438659170376,81.00055597456837,4.876332018051791,2948.460069837617
33532.47752049425,183,3864,29,3,0,1,3,2,35.809086759826734,86.29289093385178,5.100695356143968,2534.48471811773
49782.173459005455,806,1631,90,1,1,1,1,1,111.02656620887494,99.5,1.8276693570189908,2016.1081058809214
16904.582880171874,591,3767,47,1,1,0,3,4,129.439382878138,92.84678988785718,2.0503414226034207,1426.5629809891825
24313.57618820155,696,3312,77,2,1,0,2,2,115.12783351813525,92.82541674859985,3.3984828977549624,3029.25843642089
25717.377905376827,821,3021,88,1,1,1,4,7,90.79205802130971,99.5,1.5113811556426195,2798.5530428225134
45293.57200373985,754,616,31,1,0,0,4,7,266.74173357596874,84.05405450921558,5.606818495858382,1000.0
35627.1741553619,365,1956,90,1,1,0,2,4,55.29797140590284,95.1790756417392,3.536510497401811,5040.8125925824215
26662.222028679236,959,3301,81,3,1,0,1,1,206.2698087842756,95.11256978477958,2.3297556793167815,1529.3465065196472
45985.90599719905,345,206,67,2,1,0,2,2,30.368608716557755,89.83698706648705,3.3626649159921165,4315.0448886492295
30855.85265628577,153,2472,57,3,1,1,4,7,13.014204882564286,97.31089735652446,2.4881868364897417,7171.319608909799
9510.861662041612,782,4076,35,1,0,0,3,6,235.48296534633857,81.55087758130779,4.903195244482246,1491.219030438611
43022.76697726719,359,1779,71,3,1,0,3,6,35.239359297324214,94.76653569159058,2.1595524586267545,3705.51195617382
44145.76702506444,729,3424,66,2,0,0,2,7,176.110534684368,87.13743110385042,5.32322572482311,1363.65851780895
49171.05633940675,771,543,96,3,1,1,4,7,49.52745026691114,99.5,1.4674794980036934,2135.3953412672404
46115.13188492237,867,4581,35,3,1,0,4,4,371.66507460321935,92.18593127928303,3.3350611794440375,1163.2138192770944
43586.83641812991,841,3711,37,1,1,0,1,6,222.9800475721475,92.93382753042718,3.6427911171808396,1000.0
47777.52986343006,520,4135,33,3,1,1,3,6,71.08638653403112,99.5,1.0322850201430969,1000.0
26199.965974898925,78,1065,26,1,0,1,1,5,27.53186143589223,86.70090423778302,4.205201632462582,7414.559794266946
21583.29460272714,629,4660,81,2,1,0,3,6,28.960346800362036,99.5,3.724092159935679,2877.9783724888484
47135.61263619875,493,2475,43,3,0,1,3,4,141.43135001993846,93.51330591500867,4.149618230959221,2333.696764353904
20515.41178945414,156,680,93,2,1,0,1,4,10.0,99.5,2.8825816636293613,11890.363558800966
33923.57207338758,682,2792,64,1,1,0,2,5,139.8728538123746,93.61368813324603,3.868057974947516,2017.555372435727
10465.914690820737,355,171,88,1,1,1,1,4,25.956823087533763,99.5,1.5697267137256856,4135.133304111887
24896.935120396225,692,4114,11,2,0,0,4,7,338.69064941571753,89.36131286487556,5.017456234413115,1000.0
7839.260653244706,514,387,82,3,1,0,2,7,22.873378610332484,97.41674142359219,3.0399576318700188,3351.1265095620506
49163.707482514874,362,1825,63,2,1,0,3,3,28.042213262195737,99.5,2.314551320749932,3826.9990005517802
35102.91695307236,817,553,68,1,1,0,1,7,116.95548068536378,99.5,2.9275557988345517,1189.7843963244086
10548.761239464115,309,1025,97,2,1,0,2,5,48.434823598919245,94.82651747508233,3.638928327515257,6563.560817535347
40276.637561384945,588,1243,34,1,1,0,2,4,255.3629378429912,92.60404782214127,2.5143336533929306,1000.0
10900.454428242494,660,4160,91,3,1,1,3,1,35.98244692300113,97.14792791975424,2.0208754866839245,1909.8236811564966
15908.846624924488,768,1650,59,3,1,1,4,2,162.646345279385,99.5,2.599138018322318,1373.8792092994574
44361.58929470205,144,3132,22,2,0,0,2,4,71.26187759524579,87.36722560419973,4.685389663576319,3466.0910602579415
28457.04892208296,148,1495,60,2,1,1,4,3,36.30414507193492,99.5,2.335371637528969,7450.045740787389
45087.20391084209,111,1594,38,2,1,0,1,2,10.0,92.03870923864332,2.7679749169719923,7971.5519577969835
35245.15070444596,995,4004,29,1,1,1,3,3,243.61237511165018,99.5,2.1765030902732474,1000.0
