warehouse_size,daily_orders,item_types,workers,shift_type,wms_implemented,agv_implemented,season,day_of_week,temperature_control,ceiling_height,loading_dock_count,warehouse_age,average_item_weight,fragile_items_ratio,inventory_turnover,conveyor_belt_ratio,voice_picking,barcode_scanner_quality,average_employee_experience,employee_turnover_rate,temp_worker_ratio,batch_picking_enabled,quality_check_level,order_complexity_score,processing_time,picking_accuracy,error_rate,labor_cost_per_order
8757.029592,121,733,5,2,0,1,2,3,0,6.470192973,4,18,2.091812486,0.090379019,7.129428783,0.116896774,0,2,29.59967026,44.05966785,0.345252366,1,1,0.165075034,138.0547203,90.80617443,2.531167802,3500
32968.34291,1200,1450,83,3,1,0,2,7,1,7.098483904,7,6,2.220350759,0.09510417,5.842722507,0.724695285,1,4,11.14293045,70.34130473,0.159575108,0,5,0.827586207,1311.550411,98,2.113938522,3500
16466.48957,259,1378,12,3,1,0,4,3,0,8.492115208,6,6,0.995320176,0.07036323,5.469577794,0.459804553,0,3,8.46090528,44.64597793,0.327708411,1,5,0.187953556,365.372852,98,1.173082238,3500
22870.8947,1156,1246,74,3,0,0,2,6,0,8.002768042,7,5,3.621864089,0.278847127,15.61887479,0.015573351,0,4,17.41152564,54.02024097,0.304868442,1,4,0.92776886,1230.430258,79.34040046,5.498388116,3500
8689.187375,568,940,24,3,1,0,1,7,0,8.330986091,3,19,1.959566149,0.195806712,4.183484682,0.140409162,0,3,56.7493008,24.8301232,0.023604188,1,3,0.604255319,478.8621511,92.90500801,2.361300979,3500
46613.43401,650,1560,48,1,1,0,4,3,0,7.25794495,12,11,0.640313665,0.295502924,3.732510498,0.228585143,1,3,19.12450611,45.66592892,0.204321955,1,5,0.416666667,804.5402448,90.35378783,2.011897359,3500
17725.82039,288,1213,22,2,1,0,3,5,1,7.328723677,4,6,1.834550579,0.01157586,2.320363941,0.352104335,0,4,19.65407779,75.17200174,0.221178757,1,3,0.237427865,391.746687,89.08307883,2.478892512,3500
26506.7661,358,1682,20,3,1,1,4,7,0,6.430299573,6,15,1.429085162,0.042959251,12.04307735,0.14795627,0,3,6.52610119,62.12420107,0.009615422,1,1,0.212841855,332.0284548,93.1194155,1.012084111,3500
34760.19637,410,2993,19,2,0,0,1,4,2,6.314836862,7,10,0.906700219,0.289186028,18.752802,0.228669769,0,2,4.538147045,72.93854705,0.135242625,1,2,0.136986301,1053.609448,84.44550692,1.403853154,3500
15705.2926,405,2881,28,1,0,1,4,4,2,10.48144248,5,8,0.910166861,0.225116678,3.317151778,0.026843515,0,4,37.11232022,24.11700044,0.029758274,0,5,0.140576189,696.2833655,86.25667766,2.946748679,3500
23338.19924,441,1084,24,2,0,0,1,2,0,13.33316555,6,16,3.690250193,0.125804098,12.69087399,0.259003531,0,3,32.86652955,19.44123925,0.010392917,0,1,0.406826568,536.0358771,85.01954832,2.150281349,3500
40958.03253,1200,832,63,1,1,0,1,1,0,13.56832405,10,18,1.974517628,0.267403081,10.09138111,0.439844207,1,4,57.95631036,32.71863342,0.31948183,0,5,1.442307692,1125.430923,91.31245079,0.78086115,3500
18161.95878,433,880,58,2,1,1,4,6,1,11.06431805,4,9,1.720076681,0.268509825,14.58881958,0.58809266,0,4,47.63012503,30.76944024,0.225108028,0,3,0.492045455,285.5440205,90.19412118,0.801019594,3500
32113.33813,65,510,5,2,1,0,2,6,0,12.83040966,7,22,1.38916101,0.094584154,3.089940612,0.549456973,0,4,44.71853934,49.26490722,0.089770089,1,3,0.12745098,44.27220962,88.96368237,3.454260839,3500
36778.80935,1200,2037,93,2,1,0,1,5,0,13.33886545,10,23,2.105335058,0.233327476,19.57908294,0.173063176,0,3,36.42275606,15.41054452,0.103148001,0,3,0.58910162,1402.015635,94.01671823,3.441267761,3500
4089.234564,141,146,5,2,0,0,4,6,2,8.132400143,2,12,2.642449607,0.076971968,6.79627679,0.12125764,0,2,4.356944466,13.60884113,0.383497319,0,4,0.965753425,313.7308398,86.01899712,3.621414166,3500
6705.904491,401,2943,22,2,1,0,4,3,0,11.34722026,2,2,3.604987548,0.10495571,15.72044177,0.466179072,0,5,32.05728015,22.28184791,0.322483862,1,4,0.136255522,448.3747928,88.39846929,2.319086853,3500
27016.94799,601,902,32,1,0,1,2,4,1,8.027600027,8,11,1.081178433,0.250486279,8.455221326,0.136509786,0,3,31.50844074,39.56463109,0.068733823,0,1,0.666297118,498.3016401,93.85595976,2.674281061,3500
44642.4099,1200,1097,57,1,0,0,1,6,0,8.025824981,9,5,2.508960308,0.208723575,15.93237661,0.012880846,0,4,40.03807147,15.88770695,0.072530342,1,5,1.093892434,960.3775528,83.79148215,4.353088559,3500
33582.14103,1200,108,62,1,0,1,1,2,0,13.5707465,8,17,2.130012843,0.123252953,8.688545136,0.08905561,0,4,33.7208408,56.41377046,0.29618586,1,1,11.11111111,809.4333146,86.56352423,1.959126198,3500
10519.0541,234,285,12,1,1,1,4,4,1,13.58879227,5,9,0.578713753,0.237032854,13.87274289,0.685267555,0,3,17.70433786,62.97173548,0.310094091,1,5,0.821052632,159.0318234,95.03992124,2.478433943,3500
24320.68817,980,1129,77,2,1,1,1,4,1,6.468471585,5,1,0.92358642,0.269617834,12.68330406,0.165981862,0,5,5.308539129,52.88679708,0.322444727,1,4,0.868024801,805.5511387,92.29635134,0.870167441,3500
10169.61005,295,831,23,1,0,0,3,2,0,13.23384625,5,13,0.510028536,0.074600635,17.05503909,0.13763696,0,3,25.80852457,72.58382289,0.198649526,1,1,0.354993983,319.5302501,77.75061236,3.920380938,3500
23552.63346,809,2908,42,2,0,1,3,2,0,10.63554311,7,2,1.317549839,0.023259423,16.49501814,0.041821033,0,2,7.58944384,49.32584969,0.005441758,1,3,0.278198074,1130.340069,86.91964727,1.815820665,3500
23939.17271,887,2267,41,2,1,1,4,3,2,8.902474965,5,11,1.437288983,0.054088638,3.132168637,0.302684339,1,3,11.77556757,73.68630303,0.375334881,0,5,0.39126599,1979.636403,93.13716364,0.782399777,3500
10123.6056,643,1978,62,2,1,0,3,6,0,11.08637074,3,2,1.529407426,0.228242262,17.31404689,0.205604986,0,4,34.44048516,18.0998676,0.160686368,1,2,0.325075834,489.488567,96.29159843,3.47634507,3500
24817.07921,1026,1057,63,1,0,0,2,6,0,11.7623465,5,22,1.36525031,0.263756023,2.820849029,0.126917643,0,2,36.68624104,16.27895079,0.293545594,1,2,0.970671712,833.9382307,86.33451964,2.597010584,3500
29477.35343,274,676,13,3,1,0,2,6,0,13.53903567,6,15,1.708532594,0.07560442,8.86065776,0.622114056,0,3,36.49071491,57.5520878,0.056331667,1,2,0.405325444,140.7756014,89.85704195,4.908236258,3500
10876.93226,254,860,14,3,1,0,2,6,0,13.93124575,4,13,9.454510083,0.246709054,11.83302389,0.174750596,0,4,22.74443338,72.9362272,0.289256572,0,3,0.295348837,226.4004856,96.38817314,3.531909976,3500
11209.82984,373,1953,30,1,1,0,4,5,0,12.88538871,3,7,1.64326634,0.12134408,2.755102727,0.546202062,0,4,47.99463911,21.76717849,0.138178554,1,3,0.190988223,438.6395447,88.57800395,1.708168911,3500
22950.38062,482,1140,27,2,0,1,2,6,0,13.03891103,5,10,5.864865949,0.16008072,4.417345359,0.27978899,0,4,13.82980102,34.04109983,0.245397109,0,2,0.422807018,654.4502307,80.92359635,1.619407523,3500
11321.67171,272,1751,10,2,1,0,3,7,0,10.95849774,5,8,0.870017339,0.178045802,9.377229777,0.393350229,1,5,28.06978206,64.03245024,0.20666176,1,1,0.155339806,345.5304158,93.60561833,2.9705386,3500
28027.2239,752,2054,33,3,1,1,3,3,0,9.462404849,8,2,3.684518173,0.232454954,15.31678942,0.430514744,0,3,20.60845993,41.8155523,0.285779398,1,3,0.366114898,1086.249229,94.38175651,2.795168294,3500
16641.36914,456,339,52,2,1,0,4,4,1,13.34700959,4,22,1.38041018,0.247120324,5.806501064,0.385773018,0,4,38.92057744,66.26284633,0.180803315,1,4,1.345132743,492.7703647,97.71734704,1.390660673,3500
27047.61366,790,2966,53,3,1,0,2,3,1,10.53634207,7,7,1.253454195,0.17638012,17.16242218,0.227648672,0,3,42.34201427,61.23774868,0.017134928,1,3,0.266351989,826.2320284,94.86961763,2.01882602,3500
10522.16657,98,741,5,2,1,0,4,1,1,7.693544363,4,2,0.97483468,0.048038472,2.139144812,0.338490745,0,3,22.8331991,23.30597888,0.260709792,0,2,0.132253711,121.2448393,77.42812327,3.389383888,3500
22945.89387,500,2221,32,3,1,0,1,5,2,10.1212725,6,16,2.001626589,0.16068285,12.47528637,0.727198395,0,4,7.084085011,76.04524749,0.309341245,1,3,0.225123818,930.3304129,89.49765715,4.542695873,3500
8476.804818,47,191,5,2,0,1,4,6,0,10.8280613,4,19,1.38894221,0.031134578,8.927412725,0.23283498,0,4,52.16573945,57.0047669,0.33698083,0,1,0.246073298,28.16975384,86.20004052,3.734667264,3500
13341.30071,413,1154,25,3,1,1,1,3,0,8.137220165,4,1,1.372112965,0.227491714,13.71590273,0.142238671,0,4,25.59909944,20.7573304,0.345007922,0,4,0.357885615,250.0833755,87.69824831,3.35016812,3500
12692.92371,563,853,25,1,1,0,2,4,0,9.296728307,3,5,1.511225785,0.284256894,2.742855453,0.735082285,0,5,16.17445923,16.02381813,0.022186279,1,3,0.660023447,509.643643,92.671268,2.658941595,3500
34589.56139,1200,297,69,1,1,0,1,2,0,7.364495741,7,21,1.411713431,0.05790364,16.43535209,0.602637696,0,3,11.02034636,76.161302,0.373237629,0,4,4.04040404,1186.954928,88.02534648,2.082974738,3500
16973.48518,202,1314,12,2,1,0,2,5,0,10.42140866,4,7,3.780049777,0.008007948,10.38569112,0.046146628,0,4,49.28979851,25.80115379,0.210470128,0,4,0.153729072,171.5903738,98,2.076797531,3500
12413.87961,274,289,13,2,1,0,1,7,0,14.07901511,4,8,0.988500678,0.108673936,13.71859936,0.529770094,0,5,18.35271511,67.35231336,0.284266898,1,1,0.948096886,157.4077414,93.13350381,1.441766727,3500
19316.2068,793,1250,63,2,0,0,3,5,0,13.82256728,4,6,0.807769147,0.104951708,19.96839045,0.144741607,0,4,20.39402484,76.60496075,0.285727188,0,5,0.6344,1095.04576,82.86564592,1.358938399,3500
17305.32363,640,1299,40,3,0,0,2,7,0,9.408357218,5,24,0.516844572,0.273857607,5.639871574,0.162884981,0,3,32.74416604,40.38534759,0.076790202,1,5,0.492686682,515.7505162,77.90503717,4.54352212,3500
30971.13412,463,913,47,2,1,1,2,4,0,7.328461372,8,16,1.092529357,0.248975409,18.06781152,0.149467525,0,3,25.17478718,79.87384928,0.390602876,1,5,0.507119387,248.0794176,98,0.938346857,3500
20190.8961,304,1855,17,2,1,1,4,5,0,11.72976932,5,14,1.079527646,0.184976351,6.209270644,0.063932087,0,5,57.3915108,74.16769276,0.093306361,1,1,0.163881402,292.8087714,94.86983804,3.132180947,3500
25887.48846,1200,1011,54,2,0,1,4,4,0,9.436718627,6,20,1.996855296,0.022826811,12.86483456,0.279367428,0,3,6.85739159,79.53729151,0.279490769,0,3,1.18694362,2513.528023,80.28665884,2.485909262,3500
10772.7635,406,2944,29,2,0,0,1,1,2,10.19503072,4,6,2.649934125,0.229659399,2.294239974,0.12955586,0,2,7.36640613,59.41346685,0.157465366,0,3,0.137907609,1385.421485,83.27377475,1.609556852,3500
9553.431684,351,1464,28,2,1,1,1,2,1,7.928703144,4,9,1.343270349,0.044267292,10.523969,0.632484959,0,3,5.30961295,55.92901631,0.336815513,1,3,0.239754098,358.4815027,93.78243721,0.763527671,3500
21767.13572,307,610,20,2,0,0,2,2,0,8.089339921,6,7,5.450488578,0.256569109,5.197806341,0.159624171,0,3,45.62985848,48.97705826,0.353180982,0,3,0.503278689,379.7654614,83.02572691,3.282315178,3500
26157.07652,997,320,60,2,0,1,1,1,1,9.526374359,8,19,2.023615567,0.210197349,2.412588317,0.258691571,0,3,36.08446738,58.54231053,0.331730984,0,2,3.115625,1168.924676,86.14844185,2.461450295,3500
34828.02424,370,2027,23,2,0,1,4,2,1,11.66895333,7,16,1.17264317,0.250933769,2.985313446,0.232814688,0,3,40.20523605,46.85888898,0.073672185,1,4,0.182535767,638.8029732,81.59921851,1.345292026,3500
30225.16829,977,2131,78,2,0,0,1,5,0,14.00447901,9,22,4.96462114,0.109310488,18.89480568,0.198840926,0,2,39.91954609,26.19888355,0.223388769,1,1,0.458470202,1564.388256,77.84499809,5.988998801,3500
14917.86893,936,2458,40,2,0,1,2,7,2,13.09896813,3,11,2.891353782,0.079053435,18.24154352,0.085303173,0,4,33.4846354,51.74293235,0.166315561,0,4,0.380797396,1549.111735,89.50065668,0.992443177,3500
34874.49273,1200,2695,51,2,1,0,2,4,0,10.63484163,7,23,3.377513465,0.046246815,10.15712141,0.699125791,0,3,28.29291567,56.18021258,0.383875688,0,3,0.445269017,2130.485124,96.95382771,2.097575451,3500
12579.62758,259,274,37,3,1,0,4,3,0,13.58675162,5,2,5.939316882,0.138700764,16.47126409,0.089952329,0,4,14.97301645,64.87418502,0.274348982,1,4,0.945255474,331.3092905,95.36470128,1.741476783,3500
7714.019901,163,1060,5,2,1,1,4,5,0,10.18249761,2,19,1.184414972,0.203399405,9.330435511,0.020846309,0,4,12.43712036,38.34395686,0.359742878,0,4,0.153773585,369.9897713,98,0.769874273,3500
12622.58765,408,2950,23,1,1,0,4,4,1,10.89824743,4,17,0.790142564,0.185676707,2.99703314,0.493085059,0,4,40.09408322,46.88903528,0.149779951,1,1,0.138305085,574.1364058,87.81723593,5.47878161,3500
30129.35531,528,2363,31,2,1,0,2,7,0,10.51089676,9,2,3.551674334,0.021849819,18.8967947,0.367004426,1,3,57.14444788,17.64379696,0.184598319,1,4,0.223444774,366.9115495,98,2.714119382,3500
28322.28537,904,2771,34,2,1,0,1,7,0,12.41395103,8,8,1.791518148,0.203671468,13.0179724,0.116985802,1,5,8.452824426,12.65418609,0.18272653,1,1,0.326236016,1214.174612,93.592356,3.578435369,3500
18815.52033,874,2246,56,1,1,1,3,1,0,8.095775908,6,22,1.490711098,0.282797923,11.22108914,0.090189831,0,5,25.34292344,55.21539294,0.17459494,0,2,0.389136242,1163.984504,94.17135208,3.212821621,3500
35619.08704,688,2113,72,2,1,0,4,4,1,12.53902909,10,18,0.788290069,0.114591198,18.40572756,0.221858354,0,3,52.4756542,65.4811012,0.229856828,0,3,0.325603407,1163.478576,95.00124023,3.97848632,3500
22990.09995,685,1475,48,2,0,0,3,2,0,10.7745549,5,14,0.849047492,0.148208248,9.377852312,0.075687477,0,4,16.1461748,30.39815864,0.340362529,1,4,0.46440678,889.8858425,81.79903085,3.04749546,3500
14750.45912,175,1274,5,3,0,0,4,2,0,11.65802934,3,19,1.459186661,0.150853113,7.653628194,0.054144902,0,2,22.86969557,44.54618907,0.166638992,0,1,0.137362637,755.9998759,82.76582553,5.321832614,3500
28427.05695,363,254,22,2,0,0,1,2,0,8.192885997,7,4,0.818362669,0.138531991,2.529669197,0.101952815,0,4,50.66966288,38.57351573,0.10512921,1,5,1.429133858,260.5977392,89.5729076,2.03359842,3500
11832.47286,406,173,16,2,0,0,1,1,2,9.42105173,3,9,1.563339463,0.211287421,15.35999304,0.20641229,0,2,36.59228754,19.94748719,0.103756643,1,2,2.346820809,491.7575401,82.33584963,6.883243194,3500
22371.40324,683,611,75,2,0,0,2,2,0,9.484178039,6,13,1.274294783,0.120810386,18.55145503,0.087933564,0,2,50.59352218,22.43338736,0.063667014,1,5,1.117839607,445.9411331,90.03403411,1.76111227,3500
13440.86349,414,2477,18,2,1,1,4,1,2,8.03116584,4,14,0.854853173,0.159156927,5.862835914,0.155895266,0,5,32.75675972,36.59692876,0.017864012,0,2,0.167137667,791.8219928,86.38731658,1.092134878,3500
37340.75864,859,804,84,3,1,1,2,6,0,6.275935411,10,9,1.405726178,0.168604396,4.837890711,0.589044013,0,5,55.56538426,20.61946309,0.22678019,1,2,1.06840796,335.1645381,98,0.728572819,3500
21415.29797,250,446,25,2,1,1,4,5,0,8.384164741,6,11,1.42565661,0.271004355,8.529592902,0.100008656,0,3,59.47132815,62.97458649,0.334775743,1,5,0.560538117,160.9543063,98,1.254719032,3500
12231.60003,422,546,26,3,1,0,2,7,0,11.89940661,3,20,1.370060264,0.265170544,18.8669834,0.272748704,0,3,41.73445615,26.53203877,0.150797532,1,4,0.772893773,223.9839847,98,2.643126413,3500
23632.0994,415,488,26,2,1,0,4,6,1,14.80230971,5,11,2.394414278,0.266222242,19.56497402,0.446283079,0,4,43.22419585,20.63766808,0.157397068,0,5,0.850409836,285.9197383,90.18092847,1.651705331,3500
19680.76949,763,198,28,2,0,1,4,2,0,8.523868754,4,20,9.519198024,0.205129447,7.620173113,0.272861571,0,4,50.50013037,34.34794627,0.013701829,0,3,3.853535354,1761.431385,89.50244888,4.429270296,3500
33112.45582,516,2904,23,2,1,0,4,6,2,13.24102843,7,24,1.537689994,0.107891023,7.847958917,0.413638684,0,3,57.32523637,26.9624162,0.188606549,1,4,0.17768595,898.4070888,98,2.321354458,3500
12359.1664,317,1144,26,1,0,0,2,1,0,6.464776175,4,7,3.959767236,0.220967161,3.574102817,0.006074814,0,4,20.92975561,54.33289927,0.275409761,1,2,0.277097902,530.6239794,85.79598978,3.581937014,3500
37037.71887,727,675,46,2,1,1,1,6,0,11.82097465,8,2,0.683783499,0.238597606,14.73566297,0.108435907,1,5,49.34391881,69.13639669,0.103447509,0,2,1.077037037,315.9602189,89.22222297,1.166025949,3500
15843.70255,602,1967,44,1,1,1,3,4,0,14.84554693,4,23,1.03204975,0.235116707,10.04267843,0.691276739,1,3,13.65531467,54.58605028,0.298583904,1,1,0.306049822,767.3074491,98,3.80924286,3500
20854.04376,1200,1330,87,2,0,1,4,1,0,9.227810386,6,14,3.074692971,0.283914554,8.800729109,0.261616029,0,3,13.23119375,10.24123006,0.132072409,0,1,0.902255639,2135.759274,84.42165281,3.731872706,3500
27598.64135,1200,2625,106,2,0,0,3,6,0,7.553272146,6,22,1.339438517,0.289665532,7.067632001,0.272578076,0,4,57.20518663,50.73560498,0.318291086,1,4,0.457142857,1613.16189,82.30339382,2.708794215,3500
15938.97975,281,1386,28,3,1,0,3,7,2,10.49442491,5,22,1.763567407,0.156418421,14.29897899,0.215550793,0,5,51.21627982,38.46445389,0.313226988,1,5,0.202741703,273.0727521,89.26072497,1.651222944,3500
14918.93429,767,2488,32,3,0,0,4,5,0,14.89672201,4,20,3.208875072,0.226034913,6.424469413,0.202159618,0,2,50.75606604,21.87368651,0.278943227,0,3,0.308279743,2224.935761,87.71919104,3.927629141,3500
13668.5833,526,547,66,3,1,1,4,3,1,8.708878583,4,16,4.152794063,0.221329654,4.70043523,0.403841627,0,5,4.759483555,21.59642172,0.158049954,0,1,0.961608775,792.0010171,97.27257668,2.42588779,3500
13901.54689,462,1748,20,2,0,0,4,6,0,7.104351294,3,13,0.401655117,0.250755396,11.81343492,0.166336568,0,2,32.7670698,48.72236943,0.376640416,1,2,0.264302059,628.7499476,88.44631369,2.291589602,3500
10228.39071,515,2450,80,2,1,0,1,2,0,10.4194034,3,16,1.296395156,0.034225893,4.340125194,0.555286026,1,5,22.15824983,54.78233984,0.213501328,1,2,0.210204082,667.6638255,98,1.685649995,3500
28359.01136,384,1539,27,3,0,1,4,3,0,6.390110579,6,21,2.490207794,0.113972863,16.49487075,0.195939201,0,2,32.75408266,52.55440409,0.152977482,1,5,0.249512671,524.1916621,90.37620025,3.460446291,3500
6870.818284,233,471,16,1,0,0,4,1,0,13.33291813,4,3,3.173512356,0.2709944,10.69972799,0.172183597,0,2,39.94096539,70.41475974,0.117256204,1,2,0.494692144,267.9533573,93.22336522,3.664362175,3500
17933.53714,628,1962,48,2,1,1,4,5,0,14.02395044,4,15,4.362008522,0.118656641,18.93835681,0.697085873,0,4,42.12542025,41.66457716,0.206952784,0,3,0.320081549,850.9692951,98,2.534872515,3500
51396.78198,768,135,54,1,1,0,3,5,0,11.19482013,13,14,2.733328976,0.147424126,14.91566354,0.253230185,1,5,47.60938498,56.46670737,0.273283324,1,1,5.688888889,513.5324884,92.63962443,2.396064947,3500
26432.69745,812,2784,45,2,1,0,3,7,0,14.2909359,6,5,0.479510182,0.240905815,10.57892927,0.639610003,0,3,35.9540184,13.68108022,0.10212552,1,1,0.291666667,503.9509786,95.37063754,3.795413983,3500
21344.56184,511,377,26,2,0,0,3,5,0,9.845224766,7,13,1.102348484,0.217824227,10.60432952,0.224580498,0,3,28.03252986,34.77375773,0.301743702,0,5,1.355437666,460.7871276,79.79088917,3.100930555,3500
38506.60179,1200,1184,60,2,0,0,3,2,0,10.44882823,9,6,3.219505913,0.108846009,13.03593673,0.263464893,0,4,41.95930717,15.26736124,0.179602232,0,5,1.013513514,1388.569552,79.36839764,1.199390275,3500
14148.60511,530,1492,28,1,1,1,4,5,1,12.81328849,3,9,3.666980481,0.003656265,7.977354359,0.049794981,0,4,26.3689352,16.98369858,0.315483809,1,2,0.355227882,546.3317061,92.46204182,3.381937683,3500
26298.06964,1131,2051,38,2,1,0,4,1,1,9.79221379,8,19,4.259171205,0.010308909,16.88617787,0.22770393,0,4,53.1722906,78.63737099,0.157119943,1,3,0.551438323,4433.045216,93.09763653,4.624368907,3500
25260.67711,1200,2301,56,2,1,1,3,4,0,13.16898261,7,22,3.44736117,0.104277565,13.14359417,0.467559123,0,5,56.31678886,70.38124689,0.114217175,0,5,0.521512386,1835.200171,92.96715665,3.005232364,3500
4593.62452,84,645,5,3,1,0,4,3,2,8.123566103,3,6,2.393731388,0.186527816,7.668925502,0.131050931,0,4,24.37735379,35.81068037,0.07781199,1,2,0.130232558,116.7966804,89.58230332,1.589240019,3500
23925.0393,307,1598,12,1,0,1,3,5,0,12.8955876,7,3,2.293578104,0.198546479,16.89098519,0.205621987,0,3,38.43841707,51.28163288,0.388166992,0,2,0.192115144,531.9218548,88.59696598,4.452899618,3500
15890.65565,202,514,15,2,0,0,4,2,0,12.33136599,6,23,0.889129575,0.161348484,12.63843179,0.104260159,0,4,53.95171648,70.60418856,0.175363733,0,1,0.392996109,257.8632035,81.48630092,4.265694187,3500
63521.35865,1200,1119,54,2,1,0,2,6,0,11.41987618,13,4,3.576542163,0.183251597,5.236108958,0.437094793,1,4,22.31626752,69.36954025,0.19340283,1,2,1.072386059,1283.3188,92.95261454,1.547736419,3500
31552.28072,311,2318,7,2,0,1,3,6,0,11.30979844,8,12,1.205348193,0.009875576,16.62412037,0.168544164,0,4,57.82207261,26.63231479,0.10167163,0,3,0.134167386,1028.288917,92.19288556,1.771123591,3500
19164.21875,856,353,47,3,0,0,1,1,0,12.14744908,6,17,2.185704783,0.159546408,16.42185538,0.142426519,0,2,16.1857138,33.38005032,0.014323718,1,5,2.424929178,820.884941,87.68453214,3.836924679,3500
29349.15098,1200,1910,82,2,0,0,3,7,0,7.991118131,6,6,2.956084801,0.29828989,5.020967385,0.236631515,0,4,11.40084625,32.72034349,0.164035873,1,5,0.628272251,1888.581659,77.11404365,4.754163907,3500
32195.03942,1200,2114,66,3,1,0,1,5,0,7.325712111,8,19,4.340177162,0.13671822,19.94893066,0.488966922,1,3,50.39808389,53.05594765,0.278796933,0,2,0.567644276,1715.242032,90.7620287,2.75871095,3500
19000.42171,558,2014,33,2,1,0,2,4,0,6.011311159,6,11,3.472930186,0.122756812,19.8521544,0.000682958,0,3,6.002369904,30.50375359,0.118306452,0,2,0.277060576,887.0831729,92.2085561,3.989130073,3500
18680.75443,364,1130,34,2,0,0,2,7,1,7.532984709,4,3,3.82693304,0.023196073,19.09138477,0.180994171,0,3,8.190782291,50.80202011,0.244695162,1,1,0.322123894,413.3076565,86.90804541,6.544844822,3500
7624.94728,160,672,9,2,0,0,3,5,0,14.72460101,4,18,0.620090251,0.14462846,17.05042764,0.14972499,0,3,25.04590189,72.90947807,0.070888953,0,1,0.238095238,194.0907756,77.6177939,6.979114159,3500
17918.02334,247,1900,11,1,0,0,4,6,0,9.900673956,6,8,5.827161408,0.296106925,7.370365352,0.184580748,0,3,16.87922977,71.82231794,0.224419494,1,4,0.13,696.657643,78.89194436,3.017784002,3500
17923.3346,707,1089,39,3,1,0,1,6,0,11.26338033,6,19,0.911597476,0.209552965,4.61077889,0.011693507,0,3,4.696998722,45.29039428,0.321693516,1,1,0.649219467,682.9108573,91.80762533,4.726307429,3500
13309.53875,113,675,5,2,1,0,1,3,0,7.031830227,4,7,3.136756163,0.216202908,13.80501898,0.124074885,0,4,18.95598843,25.94672035,0.322143068,1,2,0.167407407,104.1125266,94.3334959,4.474790813,3500
14648.92543,103,577,7,2,1,0,4,7,1,7.988983418,4,2,4.011276582,0.105060578,15.89431238,0.497986655,0,3,16.40386749,62.75353164,0.346149725,1,4,0.178509532,102.9832116,84.34250106,2.988547285,3500
18716.73329,460,475,26,2,0,0,3,1,0,9.485331362,4,23,0.549577777,0.295537867,8.326185847,0.193373669,0,3,13.18549828,30.6886749,0.390315735,0,2,0.968421053,605.5735317,81.65035625,7.175934713,3500
19633.32203,385,1838,25,2,1,0,4,2,1,12.17576202,6,22,2.982900085,0.125800997,3.306613577,0.005200917,0,5,8.635655838,32.29474193,0.211010369,1,5,0.209466812,793.2694551,85.22466767,1.958077072,3500
14183.1559,546,1195,39,3,1,0,3,3,1,12.30030637,4,18,1.504142233,0.260349749,7.427792239,0.363260915,0,3,8.052265332,37.05430742,0.034284037,0,4,0.456903766,814.53946,98,1.404227397,3500
44193.24106,1200,2097,93,2,1,1,1,3,0,14.39355315,10,14,1.441285196,0.168361696,12.7297735,0.327983781,1,5,48.14689506,23.31544929,0.292594853,1,2,0.572246066,803.653322,98,1.253120599,3500
14462.95306,278,779,20,2,1,0,3,2,0,13.46385744,4,19,8.185094968,0.158345757,14.6824153,0.687647626,1,5,44.58171811,52.14346805,0.264590708,1,1,0.356867779,277.1612603,90.44275544,1.228460439,3500
12804.1923,355,1869,25,2,1,0,1,5,1,12.37102828,4,4,0.562436633,0.034873726,17.09118359,0.621278786,0,3,43.23553724,20.25523384,0.314039204,0,1,0.189941145,314.3474469,85.55953214,2.892872884,3500
11492.23157,162,1234,16,3,1,0,4,1,0,11.00071281,4,5,1.197508092,0.050700404,10.29817728,0.485414234,0,3,28.97525821,42.04455459,0.006522361,0,4,0.131280389,164.6203489,90.71338837,1.508905566,3500
32690.49287,368,736,18,1,1,0,1,1,0,13.75606362,7,20,1.509759367,0.263462002,4.730665604,0.609629241,0,4,43.53995504,59.86760114,0.04618791,1,4,0.5,384.7654341,96.15831907,2.084990939,3500
20946.74119,570,413,66,3,1,0,4,7,0,10.64034425,6,6,4.744770003,0.232368075,9.512146519,0.777892388,1,4,37.33475793,23.56629697,0.078634635,1,1,1.380145278,327.5127498,98,1.168457766,3500
21986.10426,351,1819,30,1,1,0,1,7,0,12.38061123,6,4,0.65922448,0.240720835,13.32852615,0.630376214,0,4,51.17102154,34.82389661,0.018413254,1,4,0.192963167,197.9368556,98,1.607605576,3500
40587.85546,241,1483,12,2,1,0,4,6,0,14.24055383,9,21,2.120235222,0.030817012,9.903880053,0.491933794,0,3,43.88768386,68.38295875,0.005253349,0,5,0.162508429,310.2855619,96.88494504,2.370189609,3500
15497.8975,374,2557,30,2,1,0,2,7,0,11.68023207,6,14,1.220516339,0.14739323,13.79327265,0.463302333,0,3,19.21195846,28.70728825,0.351699617,0,5,0.146265154,337.7658972,87.05423214,2.625267502,3500
27410.70078,915,2399,60,3,1,0,2,3,0,6.482869476,7,15,0.506297,0.0618066,11.82316389,0.312833834,0,4,22.4604984,79.32784573,0.101047784,1,4,0.38140892,1036.45254,92.23361449,3.711685637,3500
19891.49447,170,1283,10,3,1,0,2,5,0,9.560201232,5,10,0.784935688,0.083806897,15.16746107,0.462860329,0,3,4.196662039,20.91556474,0.312577842,1,1,0.132501949,157.2166404,86.75942496,3.586715517,3500
