warehouse_area_m2,daily_throughput,total_equipment_count,workers,shift_type,conveyor_count,rtv_agv_count,srm_count,robot_arm_count,rack_count,wms_implemented,agv_implemented,automation_level,season,day_of_week,equipment_age_years,condition_factor,conveyor_utilization,rtv_utilization,srm_utilization,robot_utilization,avg_conveyor_time,avg_rtv_time,avg_srm_time,avg_robot_time,equipment_efficiency,maintenance_frequency,processing_time_seconds,picking_accuracy_percent,error_rate_percent,labor_cost_per_order_krw
5000,10918,21,20,2,8,7,4,2,10,0,0,2,3,5,15,0.7,0.667,0.481,0.679,0.553,7.85,8.55,9.01,1.21,70.0,7.5,10.26,84.5,3.4,85000
15000,27875,24,15,1,8,3,12,1,30,1,0,2,1,1,9,0.8200000000000001,0.488,0.627,0.712,0.482,4.3,11.65,7.18,4.33,82.0,4.5,12.02,91.8,1.71,85000
5000,9321,93,110,2,48,14,29,2,10,1,0,5,1,1,2,0.96,0.466,0.67,0.54,0.247,4.5,11.76,7.8,3.22,96.0,1.0,6.52,98.0,0.5,85000
15000,10302,47,39,2,25,10,11,1,30,1,1,3,4,4,13,0.74,0.735,0.471,0.532,0.451,4.68,10.03,4.19,1.53,74.0,6.5,7.86,93.4,1.56,85000
30000,63403,62,43,1,23,17,20,2,60,1,1,4,1,7,17,0.6599999999999999,0.602,0.517,0.723,0.431,3.83,8.42,6.06,2.6,66.0,8.5,16.07,93.5,1.75,85000
10000,20151,31,23,1,18,6,5,2,20,0,0,3,1,1,4,0.92,0.74,0.507,0.544,0.58,5.44,9.02,7.73,1.01,92.0,2.0,9.33,94.2,1.34,85000
10000,20554,22,23,1,8,7,5,2,20,0,0,2,3,5,13,0.74,0.554,0.641,0.785,0.347,4.68,7.51,7.46,4.86,74.0,6.5,9.22,85.9,3.08,85000
5000,4785,32,35,3,13,5,11,3,10,1,1,3,2,2,18,0.64,0.606,0.413,0.549,0.546,5.83,10.27,9.05,2.86,64.0,9.0,13.62,90.7,2.0,85000
5000,3433,82,69,3,27,25,24,6,10,1,1,5,1,2,11,0.78,0.432,0.401,0.698,0.24,6.77,7.66,6.66,1.35,78.0,5.5,13.29,98.0,1.04,85000
10000,10287,36,37,2,12,10,11,3,20,1,1,3,3,7,4,0.92,0.563,0.559,0.885,0.328,5.4,10.87,8.55,2.06,92.0,2.0,5.0,98.0,0.75,85000
10000,23374,57,61,1,22,14,18,3,20,1,0,4,4,3,3,0.94,0.344,0.652,0.842,0.532,6.99,8.17,5.3,4.72,94.0,1.5,5.0,98.0,0.62,85000
15000,27559,30,28,2,8,8,12,2,30,0,0,2,3,2,16,0.6799999999999999,0.592,0.484,0.531,0.258,6.5,6.13,9.14,3.78,68.0,8.0,8.68,83.8,3.56,85000
30000,17868,31,32,2,12,7,10,2,60,1,0,2,3,7,18,0.64,0.707,0.508,0.732,0.23,3.87,11.34,7.65,4.8,64.0,9.0,12.19,87.4,2.72,85000
15000,17482,26,26,1,14,7,5,0,30,0,0,2,2,1,17,0.6599999999999999,0.498,0.525,0.569,0.246,5.89,8.19,4.48,4.55,66.0,8.5,12.95,83.1,3.72,85000
15000,33033,26,27,1,15,2,8,1,30,0,0,2,3,6,16,0.6799999999999999,0.443,0.659,0.854,0.218,3.84,6.7,5.08,4.88,68.0,8.0,8.77,83.8,3.56,85000
15000,22751,60,57,3,29,7,20,4,30,1,1,4,1,2,14,0.72,0.581,0.515,0.607,0.461,3.67,9.11,8.61,1.66,72.0,7.0,17.62,96.0,1.48,85000
30000,30865,27,17,2,9,6,12,0,60,0,0,2,3,4,18,0.64,0.525,0.613,0.749,0.458,6.57,7.76,5.93,2.75,64.0,9.0,10.83,82.4,3.88,85000
10000,20826,82,51,1,26,25,26,5,20,1,1,5,1,1,18,0.64,0.466,0.425,0.878,0.407,3.37,10.9,9.21,3.56,64.0,9.0,17.65,94.1,1.67,85000
10000,14775,73,54,3,36,20,14,3,20,1,1,5,4,7,16,0.6799999999999999,0.38,0.515,0.588,0.322,7.88,10.23,8.27,1.38,68.0,8.0,8.47,95.2,1.49,85000
5000,3381,65,57,3,33,12,16,4,10,1,0,5,3,2,17,0.6599999999999999,0.389,0.509,0.649,0.597,7.97,6.69,8.36,1.21,66.0,8.5,11.79,91.2,1.97,85000
30000,64086,60,65,1,28,17,11,4,60,1,0,4,4,1,4,0.92,0.346,0.529,0.735,0.564,3.94,10.84,4.78,1.97,92.0,2.0,5.0,98.0,0.73,85000
10000,11204,50,47,1,23,10,14,3,20,1,1,3,2,2,10,0.8,0.597,0.666,0.768,0.593,3.32,11.42,8.88,2.26,80.0,5.0,9.27,96.5,1.29,85000
30000,18229,32,26,2,13,5,12,2,60,0,1,3,2,1,13,0.74,0.592,0.697,0.741,0.514,6.63,10.21,8.3,2.82,74.0,6.5,8.45,89.0,2.22,85000
15000,10572,12,12,1,5,3,3,1,30,1,0,2,4,7,1,0.98,0.422,0.489,0.724,0.359,6.37,6.33,4.74,3.0,98.0,0.5,5.0,97.3,0.81,75500
30000,64957,70,71,3,30,21,16,3,60,1,1,5,2,5,7,0.86,0.779,0.699,0.792,0.291,3.51,8.49,9.14,3.89,86.0,3.5,8.31,98.0,0.68,85000
5000,13190,50,39,2,16,18,13,3,10,1,0,4,4,6,17,0.6599999999999999,0.462,0.657,0.737,0.407,6.72,10.89,8.12,2.76,66.0,8.5,8.85,90.2,2.18,85000
5000,5584,34,26,3,14,7,12,1,10,0,0,2,1,5,7,0.86,0.387,0.43,0.631,0.254,3.78,10.1,4.12,1.47,86.0,3.5,9.93,90.1,2.12,85000
10000,23570,18,12,1,6,5,7,0,20,0,0,2,4,3,12,0.76,0.35,0.477,0.801,0.238,4.6,8.32,7.74,1.63,76.0,6.0,6.54,86.6,2.92,85000
30000,17289,21,20,3,8,6,7,0,60,0,1,2,4,7,6,0.88,0.662,0.524,0.508,0.214,6.42,11.03,8.25,2.62,88.0,3.0,5.0,91.9,1.57,85000
30000,57333,45,29,1,19,6,17,3,60,0,1,4,3,2,19,0.62,0.358,0.678,0.828,0.29,7.37,7.58,5.23,2.06,62.0,9.5,12.17,88.5,2.75,85000
10000,18223,66,57,3,32,10,20,4,20,1,1,4,2,4,3,0.94,0.426,0.687,0.512,0.583,4.08,6.29,5.75,4.15,94.0,1.5,5.77,98.0,0.5,85000
15000,30719,27,29,1,12,7,5,3,30,0,0,3,3,7,10,0.8,0.663,0.553,0.661,0.362,4.13,6.1,7.45,1.85,80.0,5.0,8.19,90.0,2.3,85000
15000,9283,51,40,2,33,6,9,3,30,1,0,4,4,6,13,0.74,0.508,0.445,0.883,0.362,7.38,7.14,7.29,1.1,74.0,6.5,7.03,93.8,1.74,85000
15000,30975,24,20,1,12,6,5,1,30,1,1,3,2,5,10,0.8,0.725,0.585,0.575,0.271,7.37,10.46,7.96,2.63,80.0,5.0,11.01,95.7,1.29,85000
30000,52514,48,41,1,21,13,10,4,60,1,0,5,4,4,7,0.86,0.748,0.471,0.638,0.501,5.12,11.02,9.27,2.2,86.0,3.5,5.0,98.0,0.85,85000
10000,11692,43,37,2,19,8,12,4,20,1,1,4,2,4,1,0.98,0.357,0.504,0.805,0.443,3.51,11.11,7.61,4.84,98.0,0.5,5.58,98.0,0.5,85000
5000,2943,42,43,2,25,4,12,1,10,0,1,3,1,5,8,0.84,0.447,0.404,0.531,0.357,3.77,8.26,7.77,3.19,84.0,4.0,9.59,93.6,1.58,85000
30000,52836,22,14,3,10,7,4,1,60,0,0,2,2,1,19,0.62,0.496,0.554,0.824,0.421,7.23,9.11,7.62,2.75,62.0,9.5,13.01,81.7,4.04,85000
15000,9770,39,33,3,15,12,11,1,30,1,1,4,1,2,13,0.74,0.456,0.535,0.822,0.265,4.46,10.08,5.89,4.17,74.0,6.5,13.94,93.1,1.39,85000
5000,10561,80,95,3,38,13,26,3,10,1,1,5,4,1,15,0.7,0.639,0.565,0.632,0.268,5.33,6.6,6.02,2.52,70.0,7.5,7.03,95.8,1.4,85000
30000,30603,23,16,1,13,4,6,0,60,0,0,2,3,4,17,0.6599999999999999,0.681,0.412,0.874,0.238,6.37,6.8,9.28,3.04,66.0,8.5,11.05,83.1,3.72,85000
15000,10692,36,33,1,15,6,14,1,30,1,1,4,4,6,12,0.76,0.795,0.59,0.597,0.375,6.7,8.68,4.41,1.67,76.0,6.0,5.93,97.3,1.3,85000
10000,11696,25,19,2,9,8,6,2,20,0,0,2,1,7,16,0.6799999999999999,0.544,0.697,0.586,0.367,4.46,10.59,8.58,2.17,68.0,8.0,12.6,83.8,3.56,85000
5000,5778,55,47,1,29,6,18,2,10,1,1,4,4,3,6,0.88,0.755,0.482,0.702,0.583,3.86,10.32,7.69,3.72,88.0,3.0,5.0,98.0,0.76,85000
5000,2954,51,57,3,24,10,14,3,10,1,1,4,1,2,8,0.84,0.695,0.635,0.545,0.565,3.97,9.68,9.91,4.53,84.0,4.0,10.18,97.1,0.94,85000
15000,29082,57,63,1,27,14,15,1,30,1,0,4,1,7,5,0.9,0.332,0.458,0.762,0.542,4.26,7.96,7.22,1.85,90.0,2.5,8.88,98.0,0.84,85000
30000,73661,90,67,3,45,23,20,2,60,1,0,5,1,4,9,0.8200000000000001,0.51,0.63,0.882,0.54,7.76,9.41,4.99,4.74,82.0,4.5,11.95,96.7,1.08,85000
10000,22652,46,33,1,20,7,15,4,20,0,1,4,1,4,1,0.98,0.641,0.682,0.765,0.549,7.14,8.16,7.6,1.63,98.0,0.5,7.45,98.0,0.5,85000
10000,6091,42,50,3,15,16,9,2,20,1,0,4,3,2,5,0.9,0.361,0.57,0.608,0.357,5.0,7.07,4.01,4.41,90.0,2.5,6.28,98.0,0.84,85000
5000,2921,90,77,1,48,25,15,2,10,1,1,5,3,2,7,0.86,0.325,0.666,0.725,0.301,7.77,8.9,5.99,1.73,86.0,3.5,7.2,98.0,0.68,85000
10000,6026,21,25,3,13,3,3,2,20,0,0,2,4,2,6,0.88,0.308,0.645,0.62,0.26,4.13,8.81,6.55,2.16,88.0,3.0,5.0,90.8,1.96,85000
30000,57098,41,33,3,16,9,14,2,60,0,0,3,4,4,18,0.64,0.639,0.564,0.66,0.372,3.29,8.73,8.77,2.55,64.0,9.0,7.93,84.4,3.58,85000
10000,19533,62,68,1,35,12,11,4,20,1,1,5,1,2,2,0.96,0.347,0.586,0.867,0.32,6.13,10.93,7.07,3.87,96.0,1.0,6.2,98.0,0.5,85000
30000,64421,50,39,2,20,18,10,2,60,1,1,4,1,1,11,0.78,0.516,0.54,0.895,0.37,6.02,6.33,9.05,3.59,78.0,5.5,10.82,95.5,1.21,85000
10000,20365,38,37,2,14,10,13,1,20,1,0,3,3,6,8,0.84,0.661,0.477,0.536,0.231,5.13,11.68,5.31,2.03,84.0,4.0,7.02,95.4,1.39,85000
30000,43624,99,66,3,47,18,30,4,60,1,1,5,2,6,11,0.78,0.447,0.627,0.653,0.364,6.36,10.71,8.0,4.6,78.0,5.5,9.27,98.0,1.04,85000
10000,5112,62,55,1,31,13,15,3,20,1,1,4,1,3,19,0.62,0.348,0.448,0.534,0.353,7.21,11.44,4.43,3.54,62.0,9.5,18.35,91.2,1.93,85000
15000,9499,57,43,2,32,15,9,1,30,0,1,4,4,7,19,0.62,0.538,0.541,0.655,0.528,5.26,9.62,9.37,4.46,62.0,9.5,10.59,88.5,2.75,85000
15000,13045,80,79,2,41,18,19,2,30,1,0,5,1,4,12,0.76,0.621,0.57,0.789,0.368,3.48,6.24,6.87,3.4,76.0,6.0,12.52,95.6,1.41,85000
30000,54494,56,61,3,26,10,17,3,60,1,0,4,1,1,4,0.92,0.682,0.698,0.638,0.364,3.83,7.22,8.16,4.67,92.0,2.0,7.69,98.0,0.73,85000
5000,2457,22,24,1,8,8,4,2,10,0,0,2,1,7,19,0.62,0.659,0.663,0.674,0.414,7.66,6.64,9.17,1.64,62.0,9.5,15.04,81.7,4.04,85000
10000,8377,20,15,2,9,5,4,2,20,1,1,2,4,5,3,0.94,0.674,0.519,0.584,0.409,7.61,9.84,5.04,3.73,94.0,1.5,5.0,98.0,0.83,85000
30000,78865,22,16,1,13,3,6,0,60,1,0,2,4,2,16,0.6799999999999999,0.429,0.626,0.789,0.256,7.39,7.09,8.78,2.83,68.0,8.0,7.04,86.3,2.49,85000
10000,5847,37,23,3,15,4,15,3,20,0,0,3,4,2,5,0.9,0.752,0.672,0.779,0.57,7.06,10.97,7.42,2.22,90.0,2.5,5.0,93.5,1.5,85000
15000,25826,75,86,3,42,11,18,4,30,1,0,5,2,7,11,0.78,0.303,0.409,0.725,0.505,4.84,9.27,7.1,1.38,78.0,5.5,10.19,97.8,1.3,85000
15000,7395,82,82,2,36,14,29,3,30,1,1,5,4,1,5,0.9,0.607,0.629,0.718,0.451,7.68,7.79,6.15,3.87,90.0,2.5,5.0,98.0,0.5,85000
10000,5623,35,33,3,11,9,14,1,20,1,0,3,1,2,4,0.92,0.309,0.517,0.777,0.478,5.15,10.15,7.13,4.91,92.0,2.0,8.31,97.7,0.94,85000
5000,3542,30,22,1,15,4,9,2,10,0,1,2,4,1,6,0.88,0.354,0.542,0.8,0.445,3.5,8.38,7.04,4.98,88.0,3.0,5.0,92.2,1.57,85000
10000,7107,41,31,1,20,9,11,1,20,1,1,3,3,4,6,0.88,0.6,0.43,0.879,0.231,6.13,8.54,7.34,1.85,88.0,3.0,6.18,98.0,0.93,85000
5000,3085,73,85,3,34,12,25,2,10,1,1,5,1,7,1,0.98,0.701,0.601,0.551,0.339,4.7,9.39,5.75,1.47,98.0,0.5,6.53,98.0,0.5,85000
5000,3551,36,37,1,12,11,12,1,10,0,0,3,3,7,9,0.8200000000000001,0.578,0.451,0.886,0.411,5.77,11.44,7.75,2.21,82.0,4.5,7.28,90.7,2.14,85000
10000,22466,22,17,3,6,2,12,2,20,0,0,2,2,6,10,0.8,0.506,0.615,0.695,0.37,5.13,11.23,6.37,2.33,80.0,5.0,7.78,88.0,2.6,85000
5000,10390,51,48,2,24,11,13,3,10,0,0,3,1,2,16,0.6799999999999999,0.784,0.699,0.547,0.54,5.5,8.33,7.68,1.22,68.0,8.0,17.22,85.8,3.26,85000
10000,6507,43,37,3,23,10,8,2,20,0,1,3,3,4,18,0.64,0.337,0.486,0.647,0.449,3.32,9.18,9.41,3.82,64.0,9.0,11.34,87.0,2.86,85000
5000,9920,73,53,1,28,12,30,3,10,1,1,5,4,3,12,0.76,0.446,0.526,0.783,0.589,7.47,8.05,9.99,1.01,76.0,6.0,6.13,98.0,1.13,85000
15000,10603,42,26,1,22,8,10,2,30,1,0,3,4,3,19,0.62,0.556,0.428,0.868,0.338,7.54,11.67,4.04,2.86,62.0,9.5,7.53,85.8,2.62,85000
10000,10172,35,40,2,23,6,5,1,20,1,1,3,4,4,7,0.86,0.608,0.637,0.825,0.278,4.18,11.26,8.92,3.47,86.0,3.5,5.1,96.4,1.02,85000
5000,9499,56,52,3,30,11,11,4,10,0,1,4,2,2,18,0.64,0.421,0.53,0.602,0.554,3.56,10.08,5.56,2.9,64.0,9.0,13.55,88.0,2.62,85000
5000,2450,53,51,1,30,10,11,2,10,1,0,4,4,7,8,0.84,0.404,0.674,0.57,0.534,3.75,9.95,4.9,4.69,84.0,4.0,5.0,95.8,1.18,85000
15000,27936,65,49,2,26,20,13,6,30,1,0,5,3,5,18,0.64,0.687,0.426,0.653,0.403,4.34,9.18,9.3,4.78,64.0,9.0,12.12,90.7,2.09,85000
5000,5250,40,30,3,19,6,12,3,10,0,1,3,2,4,14,0.72,0.471,0.691,0.778,0.361,3.96,8.14,5.02,1.43,72.0,7.0,11.25,88.6,2.35,85000
10000,6778,67,55,3,31,18,17,1,20,0,1,4,3,7,14,0.72,0.563,0.427,0.675,0.433,5.61,7.99,7.25,4.84,72.0,7.0,7.54,90.6,2.11,85000
15000,23185,43,26,2,24,12,5,2,30,1,0,3,3,2,8,0.84,0.607,0.524,0.762,0.598,7.69,6.03,9.31,1.27,84.0,4.0,6.34,93.7,1.39,85000
10000,10042,25,27,1,11,2,10,2,20,1,1,2,1,7,10,0.8,0.565,0.479,0.757,0.481,4.5,10.55,5.23,3.18,80.0,5.0,11.26,94.5,1.46,85000
10000,19259,41,45,1,22,5,11,3,20,1,0,3,4,1,5,0.9,0.613,0.566,0.884,0.275,4.76,9.44,9.21,4.72,90.0,2.5,5.0,96.8,1.05,85000
30000,63826,45,42,2,20,12,10,3,60,1,0,3,1,1,17,0.6599999999999999,0.473,0.456,0.502,0.404,5.78,10.95,7.03,4.67,66.0,8.5,15.92,89.0,2.39,85000
10000,10600,22,15,2,8,3,11,0,20,0,0,2,2,2,19,0.62,0.77,0.628,0.778,0.296,3.59,11.22,4.04,2.55,62.0,9.5,15.54,81.7,4.04,85000
10000,15187,53,58,1,25,14,11,3,20,1,1,5,3,2,17,0.6599999999999999,0.647,0.693,0.885,0.294,3.5,6.89,8.21,3.9,66.0,8.5,9.02,94.8,1.58,85000
30000,25453,49,58,3,21,9,15,4,60,1,1,4,3,2,6,0.88,0.774,0.439,0.514,0.366,3.97,7.11,5.73,1.99,88.0,3.0,5.5,98.0,0.76,85000
10000,19077,68,62,1,28,24,12,4,20,1,1,5,2,5,5,0.9,0.695,0.641,0.788,0.209,5.82,10.48,6.67,4.78,90.0,2.5,7.56,98.0,0.5,85000
10000,5577,80,52,1,36,16,25,3,20,1,0,5,1,6,15,0.7,0.431,0.611,0.571,0.386,3.1,6.85,8.07,3.99,70.0,7.5,14.4,92.8,1.75,85000
15000,23734,20,20,2,6,2,12,0,30,0,1,2,1,2,3,0.94,0.423,0.595,0.833,0.384,6.4,9.91,4.23,1.73,94.0,1.5,7.21,95.7,1.18,85000
5000,3427,29,31,2,14,7,7,1,10,0,0,2,4,1,8,0.84,0.518,0.562,0.579,0.372,5.51,11.41,5.57,4.47,84.0,4.0,5.0,89.4,2.28,85000
5000,4812,33,34,2,13,7,12,1,10,1,0,3,4,5,2,0.96,0.309,0.586,0.683,0.427,7.5,11.82,7.81,4.06,96.0,1.0,5.0,97.9,0.71,85000
10000,10633,40,38,2,20,4,15,1,20,0,1,3,3,5,7,0.86,0.416,0.667,0.522,0.271,5.74,8.89,4.28,1.03,86.0,3.5,6.16,93.6,1.46,85000
5000,3232,48,56,2,20,17,10,1,10,1,1,4,2,4,6,0.88,0.336,0.618,0.704,0.481,5.38,7.87,5.71,3.92,88.0,3.0,5.93,98.0,0.76,85000
10000,6712,66,61,1,21,19,24,2,20,1,1,5,3,5,14,0.72,0.78,0.501,0.811,0.542,5.18,8.27,8.49,4.65,72.0,7.0,8.68,97.6,1.31,85000
10000,9822,27,18,3,11,5,9,2,20,0,0,2,2,7,8,0.84,0.795,0.484,0.89,0.273,4.81,10.52,7.95,3.32,84.0,4.0,9.22,89.4,2.28,85000
10000,21521,24,19,1,6,5,11,2,20,1,0,2,1,5,6,0.88,0.396,0.638,0.514,0.593,7.33,9.48,4.67,1.86,88.0,3.0,8.28,94.3,1.37,85000
5000,3427,48,49,1,24,12,9,3,10,0,0,3,1,4,15,0.7,0.654,0.468,0.763,0.266,3.28,6.73,9.58,3.21,70.0,7.5,13.63,86.5,3.1,85000
15000,29022,53,37,1,25,11,13,4,30,1,1,5,3,6,8,0.84,0.764,0.477,0.608,0.365,4.22,6.78,9.14,3.23,84.0,4.0,7.0,98.0,0.77,85000
30000,21536,90,78,1,44,21,19,6,60,1,1,5,1,2,7,0.86,0.452,0.541,0.85,0.221,7.45,7.32,8.07,3.33,86.0,3.5,9.91,98.0,0.68,85000
15000,8453,16,10,1,6,2,8,0,30,0,1,2,4,4,10,0.8,0.332,0.507,0.74,0.422,5.02,8.57,5.36,2.82,80.0,5.0,5.79,90.1,2.08,85000
15000,34220,50,49,1,16,17,13,4,30,1,0,4,3,6,18,0.64,0.479,0.522,0.862,0.264,3.14,11.45,8.93,4.89,64.0,9.0,12.16,88.6,2.3,85000
5000,4913,35,22,3,20,6,8,1,10,1,1,3,1,6,6,0.88,0.546,0.406,0.559,0.351,6.42,7.37,6.54,3.23,88.0,3.0,8.84,97.2,0.93,85000
30000,74621,21,14,1,9,5,6,1,60,0,0,2,3,2,7,0.86,0.695,0.602,0.744,0.219,7.36,8.51,7.36,1.09,86.0,3.5,6.95,90.1,2.12,85000
15000,35125,89,67,1,39,22,25,3,30,1,1,5,1,3,16,0.6799999999999999,0.546,0.514,0.574,0.342,4.69,9.0,8.05,4.87,68.0,8.0,16.58,95.6,1.49,85000
30000,63205,47,45,2,25,12,8,2,60,1,1,4,2,2,9,0.8200000000000001,0.748,0.658,0.566,0.21,3.45,7.72,9.83,3.23,82.0,4.5,7.63,98.0,1.03,85000
5000,5770,51,46,1,31,7,10,3,10,1,1,4,2,7,16,0.6799999999999999,0.445,0.638,0.696,0.216,6.82,7.01,7.79,1.34,68.0,8.0,12.81,91.7,1.66,85000
30000,54726,29,30,2,15,4,8,2,60,1,0,2,3,7,8,0.84,0.768,0.4,0.858,0.324,4.56,7.37,5.9,1.85,84.0,4.0,7.01,94.1,1.6,85000
15000,12508,23,26,3,9,6,8,0,30,1,1,2,1,6,14,0.72,0.778,0.637,0.79,0.274,7.55,10.97,4.98,4.48,72.0,7.0,13.59,91.5,1.81,85000
30000,31660,83,60,2,31,25,22,5,60,1,1,5,2,2,18,0.64,0.373,0.686,0.531,0.238,5.47,10.92,8.65,4.75,64.0,9.0,13.85,92.6,1.67,85000
10000,5976,69,49,1,27,23,14,5,20,1,1,5,1,4,1,0.98,0.74,0.681,0.662,0.428,6.95,10.18,9.97,1.05,98.0,0.5,5.62,98.0,0.5,85000
15000,30076,17,18,1,9,4,3,1,30,0,0,2,4,1,13,0.74,0.782,0.574,0.863,0.523,7.47,6.07,9.8,2.89,74.0,6.5,6.13,85.9,3.08,85000
10000,17200,47,31,3,22,8,15,2,20,1,0,3,2,3,4,0.92,0.544,0.596,0.549,0.27,4.24,11.84,6.38,3.4,92.0,2.0,6.66,96.4,0.94,85000
10000,25445,40,47,1,24,4,11,1,20,1,1,3,1,2,19,0.62,0.411,0.408,0.892,0.592,4.89,6.15,8.36,4.32,62.0,9.5,14.84,87.3,2.09,85000
15000,23180,27,17,3,11,4,12,0,30,1,0,2,1,1,2,0.96,0.562,0.522,0.624,0.319,4.53,11.31,8.34,3.68,96.0,1.0,6.54,97.5,0.92,85000
15000,30656,48,43,1,27,6,13,2,30,1,1,4,1,4,8,0.84,0.776,0.546,0.686,0.462,3.52,7.52,9.51,3.68,84.0,4.0,11.12,96.8,0.94,85000
10000,5856,24,25,3,15,2,6,1,20,1,0,2,3,3,15,0.7,0.38,0.429,0.708,0.488,6.51,8.71,7.13,3.07,70.0,7.5,9.63,88.6,2.38,85000
15000,23103,63,66,1,39,10,12,2,30,0,1,5,2,5,16,0.6799999999999999,0.352,0.503,0.798,0.45,5.08,11.79,8.41,1.25,68.0,8.0,13.07,92.3,2.13,85000
10000,20751,22,21,3,11,3,8,0,20,0,0,2,4,3,18,0.64,0.69,0.473,0.88,0.343,6.26,10.46,4.14,4.84,64.0,9.0,7.57,82.4,3.88,85000
30000,64750,49,50,1,15,10,20,4,60,1,1,4,3,5,11,0.78,0.589,0.68,0.514,0.508,6.61,11.78,9.58,4.05,78.0,5.5,7.66,96.3,1.21,85000
15000,25251,86,71,3,37,18,28,3,30,1,1,5,1,5,10,0.8,0.498,0.431,0.835,0.42,6.45,10.1,9.05,1.53,80.0,5.0,12.52,97.5,0.95,85000
15000,25501,39,28,2,18,10,9,2,30,1,1,4,2,3,8,0.84,0.695,0.675,0.655,0.439,5.5,11.89,8.99,4.65,84.0,4.0,10.17,98.0,0.94,85000
10000,15148,44,30,2,20,10,12,2,20,1,0,3,2,5,6,0.88,0.593,0.504,0.763,0.206,3.32,6.6,6.51,4.26,88.0,3.0,7.39,96.5,1.16,85000
10000,6225,53,46,2,28,15,9,1,20,1,1,4,1,2,3,0.94,0.469,0.423,0.577,0.565,3.1,9.92,6.31,3.69,94.0,1.5,7.84,98.0,0.5,85000
5000,3074,36,39,2,18,4,12,2,10,1,1,3,2,4,8,0.84,0.748,0.49,0.573,0.378,4.22,9.17,5.65,4.46,84.0,4.0,8.08,96.1,1.11,85000
10000,22554,26,26,2,12,8,5,1,20,1,1,2,1,5,1,0.98,0.321,0.643,0.721,0.327,3.63,8.9,7.15,3.81,98.0,0.5,7.17,98.0,0.65,85000
10000,23754,29,17,2,13,6,8,2,20,0,1,3,3,2,11,0.78,0.601,0.456,0.717,0.313,4.62,8.11,4.38,4.94,78.0,5.5,8.15,91.0,1.97,85000
5000,11068,47,41,3,18,13,14,2,10,1,1,4,1,5,17,0.6599999999999999,0.443,0.475,0.804,0.247,4.85,6.91,5.55,1.61,66.0,8.5,15.96,94.2,1.75,85000
10000,18268,29,22,2,15,7,5,2,20,0,1,2,4,1,19,0.62,0.505,0.451,0.803,0.533,7.4,9.64,9.16,1.06,62.0,9.5,8.54,83.7,3.23,85000
15000,10601,37,40,3,14,11,9,3,30,0,0,3,3,6,15,0.7,0.37,0.556,0.832,0.216,7.98,9.61,9.87,2.46,70.0,7.5,10.06,86.5,3.1,85000
10000,18445,60,46,1,22,17,16,5,20,1,1,5,4,3,4,0.92,0.707,0.43,0.528,0.261,6.82,10.34,7.39,2.87,92.0,2.0,5.0,98.0,0.5,85000
30000,48741,37,43,2,12,12,11,2,60,0,0,3,1,4,6,0.88,0.34,0.447,0.6,0.395,6.51,11.92,6.65,3.07,88.0,3.0,9.51,92.8,1.66,85000
15000,31043,40,40,3,16,15,8,1,30,1,1,4,1,1,15,0.7,0.681,0.575,0.56,0.535,7.42,8.8,5.25,4.79,70.0,7.5,14.34,92.7,1.57,85000
5000,9911,39,35,3,18,6,14,1,10,1,0,3,3,4,2,0.96,0.716,0.429,0.545,0.561,5.7,10.31,5.35,1.67,96.0,1.0,5.0,98.0,0.71,85000
5000,12752,39,27,3,18,9,11,1,10,1,0,3,2,3,9,0.8200000000000001,0.416,0.685,0.511,0.256,5.85,10.43,7.23,2.42,82.0,4.5,8.51,93.2,1.5,85000
30000,33070,17,17,3,9,4,3,1,60,1,0,2,3,6,2,0.96,0.538,0.596,0.558,0.274,4.02,7.43,5.36,2.58,96.0,1.0,5.0,97.6,0.92,82240
10000,19613,57,64,1,34,8,11,4,20,1,1,4,1,4,4,0.92,0.721,0.659,0.549,0.538,4.62,9.56,7.23,3.65,92.0,2.0,7.71,98.0,0.58,85000
10000,6188,71,84,3,25,17,24,5,20,1,1,5,3,1,18,0.64,0.512,0.456,0.646,0.252,5.28,7.63,6.11,1.38,64.0,9.0,13.16,94.7,1.67,85000
30000,52784,40,39,2,12,12,15,1,60,1,0,3,2,7,3,0.94,0.688,0.521,0.88,0.575,3.06,7.03,8.92,2.34,94.0,1.5,6.33,98.0,0.83,85000
5000,2442,49,39,1,22,12,12,3,10,0,1,4,3,3,3,0.94,0.452,0.403,0.833,0.235,6.15,9.02,7.16,4.71,94.0,1.5,5.0,98.0,0.7,85000
30000,16146,75,80,2,36,10,26,3,60,1,1,5,3,5,7,0.86,0.703,0.531,0.722,0.52,6.05,7.35,7.68,3.51,86.0,3.5,6.95,98.0,0.68,85000
5000,7680,33,23,1,14,7,12,0,10,0,1,2,3,6,16,0.6799999999999999,0.469,0.537,0.639,0.451,3.21,7.03,6.6,2.43,68.0,8.0,11.82,85.6,2.85,85000
30000,16722,100,76,3,50,25,19,6,60,1,1,5,4,2,14,0.72,0.372,0.551,0.755,0.268,7.3,9.19,6.47,3.41,72.0,7.0,6.77,97.9,1.31,85000
5000,2692,40,39,1,20,8,9,3,10,1,0,3,3,6,3,0.94,0.325,0.563,0.706,0.477,3.39,10.83,4.84,2.67,94.0,1.5,5.07,98.0,0.83,85000
